script,style,weight,family,subfamily,variant,format,file,source,source_folders,duplicate_count,sha256
03-Mixed,06-General,03-Regular,DimaArsalan,Regular,02-Static,03-WOFF,03-Mixed\06-General\03-Regular\DimaArsalan\02-Static\03-WOFF\DimaArsalan.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaArsalan\fonts\DimaArsalan.woff,+Unsorted,0,1c7edf0d53a0e35a2ed4fff22c175bdf68f82239c54904d2e50f7bb704374f97
03-Mixed,03-Handwriting,04-Medium,Tahrir,Medium,02-Static,04-WOFF2,03-Mixed\03-Handwriting\04-Medium\Tahrir\02-Static\04-WOFF2\Tahrir_Medium.woff2,Iranfont\Tahrir_ Pro\Tahrir_ Pro\Web Fonts\woff2\Tahrir_Medium.woff2,Iranfont,0,1c87756e78d2f5f272fe82901908f2ad46f1c86f6c830a4036349f20f1f5a0db
03-Mixed,06-General,03-Regular,Abar High,Regular,02-Static,04-WOFF2,03-Mixed\06-General\03-Regular\Abar High\02-Static\04-WOFF2\AbarHigh-Regular.woff2,Iranfont\Abar Pro __FontiranIR_\Abar Pro [@FontiranIR]\Abar Family\Webfonts\woff2\AbarHigh-Regular.woff2,Iranfont,0,1c8a69280a8420288588ba479626764c0d565e5589bdef9f006c5d838c9807a1
03-Mixed,06-General,03-Regular,Hilda,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Hilda\02-Static\01-TrueType\Hilda.ttf,Iranfont\Hilda\Hilda\Hilda.ttf,Iranfont,0,1c8acbfef9e339b7ddb76cdfd002945811d7290f7fba86e12e9bcc946c3f8d6a
03-Mixed,06-General,03-Regular,Dima Yekan Typography,Regular,02-Static,02-OpenType,03-Mixed\06-General\03-Regular\Dima Yekan Typography\02-Static\02-OpenType\Dima-Yekan-Typography.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\Dima-Yekan-Typography\fonts\Dima-Yekan-Typography.otf,+Unsorted,0,1c9065d499744ad350d421743e84194c93b21b5f059151d8ae4cde8236ebe8a5
03-Mixed,06-General,02-Light,RokhFaNum,Light,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\RokhFaNum\02-Static\04-WOFF2\RokhFaNum-Light.woff2,Fonts\Rokh\Rokh Pro v1.0\Farsi Numeral\WebFonts[FaNum]\woff2\RokhFaNum-Light.woff2,Fonts | Iranfont | NEW,3,1c909943c279c81b45b672e47e0cfb3c52c12befc4f8829b2185605847957327
03-Mixed,06-General,02-Light,Dana,Light,02-Static,01-TrueType,03-Mixed\06-General\02-Light\Dana\02-Static\01-TrueType\Dana-Light.ttf,Fonts\Dana\Source v2.0\Dana font family\Dana-Light.ttf,Fonts | Iranfont,2,1c95fb1960c7604cd75a80b629de8c95e2d16018b08d03648e30840ff14485db
03-Mixed,06-General,02-Light,KalamehWeb(NoEn),ExtraLight,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\KalamehWeb(NoEn)\02-Static\04-WOFF2\KalamehWeb(NoEn)-ExtraLight.woff2,Iranfont\Kalameh 4\Kalameh 4\03- Non English\WebFonts\_Woff2\KalamehWeb(NoEn)-ExtraLight.woff2,Fonts | Iranfont,2,1c99d4417cec6a999d36ef3eeeafb1b7ed059778b80e4707767ae26b00597193
04-Latin,06-General,03-Regular,Survival Horror,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\Survival Horror\02-Static\01-TrueType\survival_horror.ttf,English\survival_horror.ttf,English,0,1ca03770dd9fbe73344c53750be29d4fb8bfa1eb4813c1e0f32279ba950a2d67
03-Mixed,06-General,06-Bold,Rokh,UltraBold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Rokh\02-Static\01-TrueType\Rokh-UltraBold.ttf,Fonts\Rokh\Rokh Pro v1.0\Rokh family\ttf\Rokh-UltraBold.ttf,Fonts | Iranfont | NEW,2,1ca0b9b318fc91eefb8a7eca2fbce263ce65c8cc28b2a9221c9f92d184421734
01-Persian-Arabic,06-General,09-Other,Kahroba-OA-LC,EB-LC-SC,02-Static,01-TrueType,01-Persian-Arabic\06-General\09-Other\Kahroba-OA-LC\02-Static\01-TrueType\Kahroba-OA EB-LC-SC.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\OA(OnlyArabic)\Kahroba-OA EB-LC-SC.ttf,Iranfont,0,1ca32884b3c70d00b94003be4e5e333dba46f424c3708a112751f86cd8e22e75
01-Persian-Arabic,06-General,03-Regular,Far.Cordoba,Regular,02-Static,01-TrueType,01-Persian-Arabic\06-General\03-Regular\Far.Cordoba\02-Static\01-TrueType\کوردوبا.ttf,+Mixed Fonts\کوردوبا.ttf,+Mixed Fonts,0,1cac179353c26bfdd83993c996a400e3f7d42898e68f7513c24139c9a2b6b066
04-Latin,06-General,03-Regular,Alma,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\Alma\02-Static\01-TrueType\Alma.ttf,English\Alma.ttf,English,0,1cba03f780f661354cbd74e33ec20110b28a0b51e3bd077019ba1cc34fadebe2
03-Mixed,06-General,06-Bold,Yekan Bakh FaNum,ExtraBold Condensed,02-Static,02-OpenType,03-Mixed\06-General\06-Bold\Yekan Bakh FaNum\02-Static\02-OpenType\YekanBakhFaNum-ExtraBoldCondensed.otf,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh FaNum\otf\YekanBakhFaNum-ExtraBoldCondensed.otf,Iranfont,0,1cba5360c59b949b0e74dfdb22b011426a4859835d8e153a7fbd2430142aff75
03-Mixed,06-General,03-Regular,W_strip,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\W_strip\02-Static\01-TrueType\W_strip.ttf,Farsi\W_strip.ttf,Farsi,0,1cc1716398178c1ac26e8209db65b70307ac58439e7660085159d9a12da1d374
03-Mixed,06-General,04-Medium,Ray,Medium,02-Static,01-TrueType,03-Mixed\06-General\04-Medium\Ray\02-Static\01-TrueType\Ray-Medium.ttf,Fonts\+maryam Soft Shit\Ray-Medium.ttf,+Unsorted | Fonts | Iranfont | NEW,6,1cd1b9e6a55a835f2a1f9d18e0fcc319cc9db1d142f1c7c6b47641dcbf8a3357
03-Mixed,06-General,06-Bold,DimaPlatinum,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\DimaPlatinum\02-Static\01-TrueType\DimaPlatinum.ttf,Fonts\Dima\DimaPlatinum.ttf,+Unsorted | Fonts,2,1cd29d033cf4146c3d6fd7d4944e93e09581255ce06f71ff95227eb4a243e868
03-Mixed,06-General,09-Other,Kahroba-FD-ELC,B-ELC,02-Static,04-WOFF2,03-Mixed\06-General\09-Other\Kahroba-FD-ELC\02-Static\04-WOFF2\Kahroba-FD-B-ELC.woff2,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\woff2(web)\FD(FarsiDigits)\Kahroba-FD-B-ELC.woff2,Iranfont,0,1cd560b8a9cc0a83141729ff8c359ef3c1fb1b13d928e8969b8f2c3931394c4d
01-Persian-Arabic,06-General,02-Light,Farsi Numeral,PelakFA-light,02-Static,05-EOT,01-Persian-Arabic\06-General\02-Light\Farsi Numeral\02-Static\05-EOT\PelakFA-light.eot,Fonts\PELAK\Farsi Numeral\WebFonts\EOT\PelakFA-light.eot,Fonts | Iranfont,1,1cd94d692930c20292f927e129de2d9b3a9a3cbc2fe744f0c64ce0eee32bd42b
03-Mixed,01-Sans-Modern,03-Regular,IRANSansXFaNum,Regular D4,02-Static,03-WOFF,03-Mixed\01-Sans-Modern\03-Regular\IRANSansXFaNum\02-Static\03-WOFF\IRANSansXFaNum-RegularD4.woff,Iranfont\IranSansX Pro\IranSansX Pro\Dot4\Farsi numerals\Webfonts\fonts\Woff\IRANSansXFaNum-RegularD4.woff,Iranfont,0,1cdbb93ec3edcdeb29a2800c0584f806b50e4d73a74607edb35b6a2ccd82547e
03-Mixed,06-General,03-Regular,Pinar-DS1-FD,DS1-FD-Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Pinar-DS1-FD\02-Static\01-TrueType\Pinar-DS1-FD-Regular.ttf,Iranfont\Pinar-V3 __FontiranIR_\Pinar-V3 [@FontiranIR]\Statics\ttf\FD(FarsiDigits)\Pinar-DS1-FD-Regular.ttf,Iranfont,0,1ce079063eea5d50b597a38a241a55c6dd5be4276c76e7bad383aaa230ca59b7
04-Latin,06-General,03-Regular,F_sahar,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\F_sahar\02-Static\01-TrueType\F_sahar.ttf,500.Font.Collection\F_sahar.ttf,500.Font.Collection,0,1ce100f2c24b410f42d6c9848419e1c27f2ccaf9890aa0a5cbee9eaa47ba44a3
04-Latin,06-General,03-Regular,Mattoa Swash,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\Mattoa Swash\02-Static\01-TrueType\mattoa-swash.ttf,+Mixed Fonts\mattoa-swash.ttf,+Mixed Fonts,0,1ceb24047dbd51df809697a908f900016ee8e2ff0658ae073cb9468622cded83
03-Mixed,06-General,05-SemiBold-Italic,Anjoman-NoEn,SemiBold Italic,02-Static,03-WOFF,03-Mixed\06-General\05-SemiBold-Italic\Anjoman-NoEn\02-Static\03-WOFF\Anjoman-NoEn-SemiBoldItalic.woff,Fonts\Anjoman_Pro\03 - Anjoman Non English\01- Woff\Anjoman-NoEn-SemiBoldItalic.woff,+Unsorted | Fonts | Iranfont,2,1cee3b928c3040b9e7ab784878e9351c1e001915cb3be62f5fc8b9afab28a761
03-Mixed,06-General,03-Regular,Pinar-DS2-FD,DS2-FD-Regular,02-Static,04-WOFF2,03-Mixed\06-General\03-Regular\Pinar-DS2-FD\02-Static\04-WOFF2\Pinar-DS2-FD-Regular.woff2,Iranfont\Pinar-V3 __FontiranIR_\Pinar-V3 [@FontiranIR]\Statics\woff2\FD(FarsiDigits)\Pinar-DS2-FD-Regular.woff2,Iranfont,0,1ceed565811572f431a027db16b4201931cb36801a49c023328a4de5c22bec46
01-Persian-Arabic,06-General,03-Regular,DarabNoEn,Regular-short,02-Static,03-WOFF,01-Persian-Arabic\06-General\03-Regular\DarabNoEn\02-Static\03-WOFF\DarabNoEn-Regular-short.woff,Iranfont\darab pro\NonEnglish\Webfont NonEn\woff\DarabNoEn-Regular-short.woff,Iranfont,0,1cf0c6ad06bc17ab45c3b97139b5354453c60ee3ea31ae80d587981474f685fb
04-Latin,06-General,09-Other,Yukon Tech Expanded,Expanded,02-Static,02-OpenType,04-Latin\06-General\09-Other\Yukon Tech Expanded\02-Static\02-OpenType\YukonTechExpanded-gVRR.otf,English\YukonTechExpanded-gVRR.otf,English,0,1d0029e05a1a26e612c8bb54d5bd58f5b26b3018d9fbf390564f0e33ec3a3971
04-Latin,06-General,02-Light,DIN Light,Regular,02-Static,01-TrueType,04-Latin\06-General\02-Light\DIN Light\02-Static\01-TrueType\DIN Light.ttf,English\DIN Light.ttf,English,0,1d02ae0d9c76060e0e0aef875629c30a63529155b7d5c154557b402f8593f395
03-Mixed,05-Display-Decorative,02-Light,Quarantine,Light Display,02-Static,03-WOFF,03-Mixed\05-Display-Decorative\02-Light\Quarantine\02-Static\03-WOFF\Quarantine-LightDisplay.woff,Iranfont\Quarantine Pro __FontiranIR_\Quarantine Pro [@FontiranIR]\01 Font Family\webfont\woff\Quarantine-LightDisplay.woff,Iranfont,1,1d0b4b020758d40fa1f8c95daf80c09f9e4796dceea52d6158b85010b1db4835
03-Mixed,06-General,06-Bold,Anjoman,ExtraBold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Anjoman\02-Static\01-TrueType\Anjoman-ExtraBold.ttf,+Unsorted\VIP FONT-@Apkclub\All font\Anjoman-ExtraBold.ttf,+Unsorted,1,1d0e00b0a4c55193a89c3fb4de695b14c6e362454c1977f38e4dd48bce2b6236
03-Mixed,06-General,04-Medium,Farhang2,Medium,02-Static,04-WOFF2,03-Mixed\06-General\04-Medium\Farhang2\02-Static\04-WOFF2\Farhang2-Medium.woff2,Iranfont\Farhang-2-Pro\Farhang-2-Pro\Webfonts\fonts\woff2\Farhang2-Medium.woff2,Iranfont,0,1d11ec8b160d657d9971830a5f156e0b1221e653207758bd05c2ae93c491e5b2
04-Latin,03-Handwriting,03-Regular,Marcelle Script,Regular,02-Static,01-TrueType,04-Latin\03-Handwriting\03-Regular\Marcelle Script\02-Static\01-TrueType\Marcsc___.ttf,English\Marcsc___.ttf,English,0,1d14c0884cdba40ba36baf6ffd7679dc86d8c76aaf57dddd9a282e361ee36e3f
04-Latin,06-General,03-Regular,Slender,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\Slender\02-Static\01-TrueType\Slender.ttf,English\Slender.ttf,English,0,1d27071a5f6f9003c9d02fccf27f0a39f594b8d1250e8bcdd1319b40cf1ccb24
04-Latin,06-General,09-Other,Dima-Esfahan-Typography,DimaEsfahan,02-Static,05-EOT,04-Latin\06-General\09-Other\Dima-Esfahan-Typography\02-Static\05-EOT\DimaEsfahan.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\Dima-Esfahan-Typography\DimaEsfahan.eot,+Unsorted,0,1d2b2b9f47d2f9b09a0a65b741d6b6eeb9acae970e986f36c93eb83e1429ad29
04-Latin,06-General,09-Other-Italic,Zero Prime Condensed Italic,Condensed Italic,02-Static,02-OpenType,04-Latin\06-General\09-Other-Italic\Zero Prime Condensed Italic\02-Static\02-OpenType\ZeroPrimeCondensedItalic-GOJqP.otf,English\ZeroPrimeCondensedItalic-GOJqP.otf,English,0,1d2ff6866b1f6e433cfe56f9857ea9a7ab95cadc38a0fe275a3fa64a87abf1ea
03-Mixed,06-General,03-Regular,Hanachi,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Hanachi\02-Static\01-TrueType\Hanachi.ttf,+Unsorted\VIP FONT-@Apkclub\VIP FONT\VIP FONT\حناتچی\Hanachi.ttf,+Unsorted,0,1d34f6358c46ba7cb022fa964bb115a99cd696e1fa3ef8a15c7cee989740c3e4
04-Latin,06-General,09-Other-Italic,NPIAndolos,Italic,02-Static,01-TrueType,04-Latin\06-General\09-Other-Italic\NPIAndolos\02-Static\01-TrueType\NPIAndolosIranic.ttf,500.Font.Collection\NPIAndolosIranic.ttf,500.Font.Collection,0,1d36c94b9aab8730d117d08eb7f639dc56db1176e16f6b05f0dbc66c3685679b
03-Mixed,06-General,09-Other,Kahroba-FD-EHC,SB-EHC-EX,02-Static,04-WOFF2,03-Mixed\06-General\09-Other\Kahroba-FD-EHC\02-Static\04-WOFF2\Kahroba-FD-SB-EHC-EX.woff2,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\woff2(web)\FD(FarsiDigits)\Kahroba-FD-SB-EHC-EX.woff2,Iranfont,0,1d3af0fe6cf1927a01342f4ae5244c5b842ea9f47b5770d6325c909e982b946d
04-Latin,04-Monospace,03-Regular,Codec Cold,Regular,02-Static,01-TrueType,04-Latin\04-Monospace\03-Regular\Codec Cold\02-Static\01-TrueType\CodecCold-Regular.ttf,English\CodecCold-Regular.ttf,English,0,1d3f2772d7bd071574320a862f7ef0de876d0664170dedf2e88927883ee6ee5f
03-Mixed,06-General,02-Light,RokhNoEng,Light,02-Static,03-WOFF,03-Mixed\06-General\02-Light\RokhNoEng\02-Static\03-WOFF\RokhNoEng-Light.woff,Fonts\Rokh\Rokh Pro v1.0\None English\WebFonts[NoEng]\woff\RokhNoEng-Light.woff,Fonts | Iranfont | NEW,3,1d465a61dcffeb1ac7329c86dfed0ba2dc0a690033476c5c4da3dd0b89138bc8
03-Mixed,06-General,03-Regular,Veno,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Veno\02-Static\01-TrueType\Veno-Regular [v2].ttf,Iranfont\Veno Pro __fontiranir_\Veno - Pro\Font Family\Veno-Regular.ttf,Iranfont,0,1d4a3e1ff263bb4d2d9a21f2e237262537e3743e66cb907a479bcf888c8433d3
03-Mixed,06-General,01-Thin,Emkan,Thin,02-Static,04-WOFF2,03-Mixed\06-General\01-Thin\Emkan\02-Static\04-WOFF2\Emkan Thin.woff2,Fonts\Emkan\Source 2\webfonts\Emkan family\Emkan Thin.woff2,Fonts,0,1d51a8cfe43bb6566ba7cd457c3b8ff87a144ae2e0a5d6e0970669b1640c1b3e
03-Mixed,06-General,06-Bold,DimaMakeen,Bold,02-Static,02-OpenType,03-Mixed\06-General\06-Bold\DimaMakeen\02-Static\02-OpenType\DimaMakeen.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaMakeen\fonts\DimaMakeen.otf,+Unsorted,0,1d52ae7b6a98edede16ccc10f1599d0114417bdd151462529fa5ebeb2d8dcdc8
03-Mixed,06-General,09-Other,Kahroba-FD-HC,L-HC-SC,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-FD-HC\02-Static\01-TrueType\Kahroba-FD-L-HC-SC.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\FD(FarsiDigits)\Kahroba-FD-L-HC-SC.ttf,Iranfont,0,1d5fc40e1e18f0633dc90dc67a43c33ca25bc298d8454844325fd9d47a6774ee
04-Latin,06-General,03-Regular,Angelina,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\Angelina\02-Static\01-TrueType\angelina.TTF,English\angelina.TTF,English,0,1d655c917419c5183e1806177bf52b98f663707ffa9047dade507e8616a6a5cf
03-Mixed,06-General,05-SemiBold,Yekan Bakh FaNum,SemiBold,02-Static,01-TrueType,03-Mixed\06-General\05-SemiBold\Yekan Bakh FaNum\02-Static\01-TrueType\YekanBakhFaNum-SemiBold [v2].ttf,Iranfont\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh FaNum\TTF\YekanBakhFaNum-SemiBold.ttf,Iranfont,0,1d655e5fbbe2d4f5a44519b9055c781cfe0f334d5e67c45ceb773372c30236dd
03-Mixed,06-General,09-Other,Gramophone-FaNum,Clean,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Gramophone-FaNum\02-Static\01-TrueType\GramophoneFaNum-Clean.ttf,Iranfont\Gramophone\02- Gramophone Farsi Numerals\01- TTF\GramophoneFaNum-Clean.ttf,Iranfont,0,1d6767b82b237810dafa4e7bf12437abddf0cb87ca2e599b3089b03000f9e826
03-Mixed,06-General,06-Bold,Dana,ExtraBold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Dana\02-Static\01-TrueType\Dana-ExtraBold [v2].ttf,Fonts\Dana\Source v2.0\Dana font family\Dana-ExtraBold.ttf,Fonts | Iranfont,2,1d6b4962a155cb18b746a3aaf0e234e779f8cfd5371fa4de11b0c6024e519567
04-Latin,06-General,03-Regular,STEAK,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\STEAK\02-Static\01-TrueType\STEAK.ttf,English\STEAK.ttf,English,0,1d6d2d2b33102bd6be96dde891b5e39dcc75b7625e0b83e32fbbf9e6fb21f12e
03-Mixed,06-General,02-Light,W_kamran Light,Regular,02-Static,01-TrueType,03-Mixed\06-General\02-Light\W_kamran Light\02-Static\01-TrueType\W_kamran Light.ttf,Farsi\W_kamran Light.ttf,+Mixed Fonts | Farsi,1,1d708c6f71874d5c8aa1f1f6437268cea275b07cb129ebd9b513e960ffb06e15
03-Mixed,06-General,09-Other,Kahroba-HC,SB-HC-EX,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-HC\02-Static\01-TrueType\Kahroba-SB-HC-EX.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\Kahroba-SB-HC-EX.ttf,Iranfont,0,1d7b2d56e41ba90d816572a00dd1a464c09ec922c9705d614901864e779035e2
03-Mixed,06-General,06-Bold,Ahang,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Ahang\02-Static\01-TrueType\Ahang-Bold.ttf,Fonts\Ahang Pro\Ahang family\ttf\Ahang-Bold.ttf,Fonts,0,1d7bba1ab63aae7bbfe7bf5d084ed01fe4cf7428028e7965968a0040dc72d65f
01-Persian-Arabic,01-Sans-Modern,04-Medium,IRANSansXNoEn,Medium,02-Static,04-WOFF2,01-Persian-Arabic\01-Sans-Modern\04-Medium\IRANSansXNoEn\02-Static\04-WOFF2\IRANSansXNoEn-Medium.woff2,+Unsorted\IranSansX(Pro)\IranSansX(Pro)\NonEnglish\Webfont NonEn\woff2\IRANSansXNoEn-Medium.woff2,+Unsorted | Fonts,1,1d7cdfa9196c2281f5bb8eaf022c63f22f255be0506b00aa44ab1371f48c3740
03-Mixed,06-General,09-Other,leyla,leyla,02-Static,01-TrueType,03-Mixed\06-General\09-Other\leyla\02-Static\01-TrueType\لیلا.ttf,+Mixed Fonts\لیلا.ttf,+Mixed Fonts | +Unsorted | Fonts,4,1d7edac914b84be6e88d8e99239bb7c8b756dc414aefff0054a6b074ea8f87a3
01-Persian-Arabic,01-Sans-Modern,01-Thin,IRANSansMobileNoEn,UltraLight,02-Static,01-TrueType,01-Persian-Arabic\01-Sans-Modern\01-Thin\IRANSansMobileNoEn\02-Static\01-TrueType\IRANSansMobile(NoEn)_ultralight.ttf,+Unsorted\IranSansX(Pro)\IranSansX(Pro)\Old version\IRANSans5.5 (No support)\Non_English\MobileFonts\IRANSansMobile(NoEn)_ultralight.ttf,+Unsorted | Fonts,2,1d84a58549fe0206be1fce3501df7068efaac2061f90e5d4f5036e24d135f714
03-Mixed,06-General,06-Bold,Yekan Bakh,ExtraBold SemiCondensed,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\Yekan Bakh\02-Static\04-WOFF2\YekanBakh-ExtraBoldSemiCondensed.woff2,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh Family\webfonts\woff2\YekanBakh-ExtraBoldSemiCondensed.woff2,Iranfont,0,1d8562ffa8369bab2897309ae0fc4f432d1f65150fc11b6ea1cdc7e16b5a5685
03-Mixed,06-General,02-Light,Mj_Fikrah Light,Regular,02-Static,01-TrueType,03-Mixed\06-General\02-Light\Mj_Fikrah Light\02-Static\01-TrueType\Mj_Fikrah Light.TTF,Farsi\Mj_Fikrah Light.TTF,Farsi,0,1d857f06ecd1b283c312730b82f50f9a92f2a87e48c8124e3ae74f7258e430bb
03-Mixed,06-General,09-Other,Kahroba-LC,RG-LC-SE,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-LC\02-Static\01-TrueType\Kahroba-RG-LC-SE.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\Kahroba-RG-LC-SE.ttf,Iranfont,0,1d8b64d601bea53bcb13ade5b94677ad106f7a1e976ba27aefe251892bae2eb3
03-Mixed,06-General,04-Medium,IRANYekan,Medium,02-Static,02-OpenType,03-Mixed\06-General\04-Medium\IRANYekan\02-Static\02-OpenType\IRANYekanMedium.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\IRANYekanMedium\fonts\IRANYekanMedium.otf,+Unsorted,0,1d8bf712ca3f13f046ca1fccdfacdec311c5591139d04285581b107e4646e1b5
03-Mixed,06-General,08-Black,Yekan Bakh FaNum,Black SemiCondensed,02-Static,02-OpenType,03-Mixed\06-General\08-Black\Yekan Bakh FaNum\02-Static\02-OpenType\YekanBakhFaNum-BlackSemiCondensed.otf,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh FaNum\otf\YekanBakhFaNum-BlackSemiCondensed.otf,Iranfont,0,1d923ec4a77ed20ec54dbffe0c4bf6d363238cb1131ab26fabfbe743ad2049b7
03-Mixed,06-General,06-Bold,Dalgha,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Dalgha\02-Static\01-TrueType\Dalgha Bold.ttf,Fonts\Dalgha Bold\Dalgha Bold.ttf,Fonts,0,1d93fb9db830bc8317407f26a7de039401d4a05a6b28cd28720c7e54e017f15a
04-Latin,06-General,03-Regular,Al-Mujahed Free,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\Al-Mujahed Free\02-Static\01-TrueType\Al-Mujahed Free.ttf,Fonts\AI\Al-Mujahed Free.ttf,Fonts,0,1d942bbd6b05045f99aca73ec9ff817ffe32544e9b34f46bccf2c209b5cad0ce
03-Mixed,06-General,06-Bold,Yekan Bakh FaNum,Bold ExtraCondensed,02-Static,03-WOFF,03-Mixed\06-General\06-Bold\Yekan Bakh FaNum\02-Static\03-WOFF\YekanBakhFaNum-BoldExtraCondensed.woff,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh FaNum\webfonts\woff\YekanBakhFaNum-BoldExtraCondensed.woff,Iranfont,0,1d959f0bed772cd54b364d8b3c4fe601720ff65f945e1879bc6b811076454a0e
03-Mixed,06-General,02-Light,Yekan Bakh,Light ExtraCondensed,02-Static,01-TrueType,03-Mixed\06-General\02-Light\Yekan Bakh\02-Static\01-TrueType\YekanBakh-LightExtraCondensed.ttf,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh Family\ttf\YekanBakh-LightExtraCondensed.ttf,Iranfont,0,1d9a7f702911ee35ebfb08553b48239a8b3c18bc65e3ca190d28de8d5c99cedc
03-Mixed,06-General,03-Regular,W_mashgh Outline,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\W_mashgh Outline\02-Static\01-TrueType\W_mashgh Outline.ttf,Farsi\W_mashgh Outline.ttf,Farsi,0,1d9ba974ba93e686f58993097b015b3011c373c68600abc5df55c7e87a0592df
04-Latin,06-General,03-Regular,F_motadel,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\F_motadel\02-Static\01-TrueType\F_motadel.ttf,500.Font.Collection\F_motadel.ttf,500.Font.Collection,0,1d9c249cc0dcba2c3fd94712c86250af9dd4ae60d5e223ddb5907eceaf81e867
03-Mixed,06-General,01-Thin,Tajrid,UltraLight,02-Static,02-OpenType,03-Mixed\06-General\01-Thin\Tajrid\02-Static\02-OpenType\Tajrid-UltraLight.otf,Fonts\Tajrid\OTF\Tajrid-UltraLight.otf,Fonts | Iranfont,1,1d9e47f487bcefa85e62766f1e80bf213f56878956811619f2d1c1b0035bac7d
01-Persian-Arabic,06-General,03-Regular,Dima Khorjin,regular,02-Static,03-WOFF,01-Persian-Arabic\06-General\03-Regular\Dima Khorjin\02-Static\03-WOFF\DimaKhorjinBold+.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaKhorjinBold+\fonts\DimaKhorjinBold+.woff,+Unsorted,0,1d9f322b811f221a3329ad97e3720fdde4f86eec1206547981af8bd47603cade
03-Mixed,06-General,06-Bold,Qatar Font,Bold,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\Qatar Font\02-Static\04-WOFF2\Qatar.woff2,Fonts\QatarFont\Qatar.woff2,Fonts,0,1da30d46a1b88a8bbd7f98019ba5a29523d9e0db46101202cc6aa624d8fc5864
04-Latin,06-General,03-Regular,BauTF-Medium,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\BauTF-Medium\02-Static\01-TrueType\BauTF-Medium.ttf,English\BauTF-Medium.ttf,English,0,1da36ed43f3ba31a15c3eee2cc14af3ea248479c3e6939a8fafcf850db2f12e0
