family,file,source,sha256,duplicate_count
Nian-Black,Nian-Black\Nian-Black [v2].ttf,NEW\Nian-@Mim_Font\Nian-Black.ttf,f2b06fd30dc6ee7048abda73198c440c6c54e41564faf2252ab0a8e327168cff,5
Reckless Condensed M-TRIAL,Reckless Condensed M-TRIAL\RecklessCondensedM-TRIAL-LightItalic.otf,_downloads\reckless-font-family\RecklessCondensedM-TRIAL-LightItalic.otf,f2b22a482dfb90f2eeb343f9195c3c00369f816ef62ffac25e1a8b737f1c68c1,0
iransansweb-fanum,iransansweb-fanum\IRANSansWeb(FaNum)_Bold.woff,_downloads\iransansweb-fanum\IRANSansWeb(FaNum)_Bold.woff,f2ba8475955e3b8c4e919eea46bb67556d072ea587e8fc7cf23e2173336f4850,2
Meila Solid,Meila Solid\Meila Solid.otf,_downloads\Meila\Meila Solid.otf,f2bc7e215e2206ded002c6f764392a5389f26fed055e824382346f7e2c7832c4,0
Reckless Condensed M-TRIAL,Reckless Condensed M-TRIAL\RecklessCondensedM-TRIAL-Thin.otf,_downloads\reckless-font-family\RecklessCondensedM-TRIAL-Thin.otf,f2c18e47078e58b6a1f5cedd454366da8394507106f61dd345a74ec2db66f282,0
Gandom,Gandom\Gandom-FD-WOL.ttf,+Unsorted\VIP FONT-@Apkclub\VIP FONT\VIP FONT\گندم\Farsi-Digits-Without-Latin\Gandom-FD-WOL.ttf,f2e3abca37535925c8728812968fd738294f1cc6b3078c5249183ca79e39a751,0
Reckless Standard XL-TRIAL,Reckless Standard XL-TRIAL\RecklessStandardXL-TRIAL-Regular.otf,_downloads\reckless-font-family\RecklessStandardXL-TRIAL-Regular.otf,f2e5f8ab09255645443cf198b00e844b1850a9c68a76c2d57e0bff2df8d499b8,0
Anjoman,Anjoman\Anjoman-ExtraLight.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\Anjoman-ExtraLight\fonts\Anjoman-ExtraLight.otf,f2ecd05ac449c2b34819768a7a953fb61a85b4596ce9313e1f47d17400c81c99,0
Far.Rooznameh,Far.Rooznameh\روزنامه.ttf,+Mixed Fonts\روزنامه.ttf,f2f17bc8d828fdc0648d2edf9f2bae8e27ef45d925412cc6b1f9e783f6edc951,0
Noora FaNum,Noora FaNum\Noora Fa-Num 01 ExtraLight.ttf,_downloads\noora-fanum\Noora Fa-Num 01 ExtraLight.ttf,f2f260c25727b63f38f1bd77be6db4ce2f4f0732134747c23298868076cab396,1
rokhnoeng,rokhnoeng\RokhNoEng-UltraBold.woff,_downloads\rokhnoeng\RokhNoEng-UltraBold.woff,f2f2dff611bcd8187364b830f17109dfa50c79e7b8948b28363869022a9cb1df,2
Tajrid,Tajrid\Tajrid-Regular.ttf,_downloads\tajrid\Tajrid-Regular.ttf,f2f43085c318be20f46d657c43a9fad875ee30189c40d48aeaeb431ac22bc9e2,1
AzarMehr,AzarMehr\800-AzarMehr-ExtraBold.ttf,_downloads\azarmehr\800-AzarMehr-ExtraBold.ttf,f2f509cff027d57045435f83c2632fe9c6bcaf0ad68a78467c8cca2db476354d,5
woff2,woff2\Noora Non-En 04 Bold.woff2,Fonts\Noora\Noora Non English (Non-En)\web font\woff2\Noora Non-En 04 Bold.woff2,f2fee3297dc0e018388a5e621f8ce07f43bf0cbf0c4a8ab96ac7655b9dfaed9a,0
Vazeh App,Vazeh App\vazeh_semibold.otf,_downloads\vazeh-app\vazeh_semibold.otf,f3018e5a72aa4bd05b84f252b8be6bfa37477cb98f1847b43c3afd0141af2afe,2
Golchin-ChristmasYellow,Golchin-ChristmasYellow\Golchin-ChristmasYellow.otf,Fonts\Golchin\opentype-svg color font\Golchin-ChristmasYellow.otf,f3056f1758bca618e8a31cace4fbffbdcea7b178900af9d32fb59389eb114040,0
Aria,Aria\Aria-Bold [v2].ttf,_downloads\aria\Aria-Bold.ttf,f30c51a1d969f9065854873be4246a7dc18ddfda9f204108dcd5d12ef655e46f,3
woff,woff\YekanBakhFaNum-ExtraBlack.woff,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh FaNum\Webfonts\fonts\woff\YekanBakhFaNum-ExtraBlack.woff,f30f63f3c9440a4e4038897da879a204158a26262021f7f08b83b723a4d7f684,0
eot,eot\Tajrid-Bold.eot,Fonts\Tajrid\Web Font\eot\Tajrid-Bold.eot,f31ab37f8fb5beb0dbc60e8bb470dcdd6e056e97935071cc639e65f558af918c,0
EntezareZohoor 5 **,EntezareZohoor 5 __\[انتظار].ttf,+Unsorted\فونت های انتظار\[انتظار].ttf,f33e010087bead3d8c9af61f85f693fde4a07e6b98492d8463d2152f85c061bc,3
Dima Tahriri2,Dima Tahriri2\Khodkar.otf,Fonts\Khodkar\Khodkar.otf,f33e6baef8d7d36b5111516f486e513f592bea1956ed82741fe1f2ba5cd62371,2
KONE,KONE\KONE Information Regular.woff2,Fonts\KONE\KONE Information Regular.woff2,f344a72189d84140ccfd1eacb52485efb21d84c895597252c62bfc3dcb1c3f8d,1
Wanita,Wanita\Wanita.ttf,+Mixed Fonts\Wanita.ttf,f3483637560f4f5d9bfdd563a10e2dccebaa69e7774c8ae0f7946689e07d50c9,0
Reckless Standard S-TRIAL,Reckless Standard S-TRIAL\RecklessStandardS-TRIAL-MediumItalic.otf,_downloads\reckless-font-family\RecklessStandardS-TRIAL-MediumItalic.otf,f34db9eeef8898947deff7045da6078ed1b5dbe94f0e83edbecbd53a0a9ec817,0
Mj_Casablanca Heavy,Mj_Casablanca Heavy\Mj_Casablanca Heavy [v2].ttf,500.Font.Collection\Mj_Casablanca Heavy.ttf,f35356854acd5ff63485f1464fc51109ceddf95abc5e7d2c35f4f1de1eee1263,0
03- Eot,03- Eot\Anjoman-CondensedThin.eot,Fonts\Anjoman_Pro\01 - Anjoman Font Family\05- Webfonts\03- Eot\Anjoman-CondensedThin.eot,f35e44db1679d52a8cacd5d7c5a1f397de52332cb2d56fb1bcf9f9a3047f229a,1
eot,eot\FarhangFaNum-LightSharp.eot,NEW\Farhang-@Mim_Font\FaNum\Farhang Sharp\Webfonts\fonts\eot\FarhangFaNum-LightSharp.eot,f360056c8d8ea45724610822adff6dc372633538daafb63a215c47e35c53e1ff,3
MRT_Ramolah Outline,MRT_Ramolah Outline\Ramollah Outline_MRT.TTF,384.Font.Farsi\Ramollah Outline_MRT.TTF,f3812496024cdc8657954e8ce0e20ea61ea16d3fe7cf081f02fd245e05814d12,0
03- Eot,03- Eot\Anjoman-ExtraLight.eot,Fonts\Anjoman_Pro\01 - Anjoman Font Family\05- Webfonts\03- Eot\Anjoman-ExtraLight.eot,f3844421e646cb809481f7f14499b8c2bfbdf51e52c17af319af1f50f7464b4c,1
Ray,Ray\Ray_ExtraBold.ttf,_downloads\ray\Ray_ExtraBold.ttf,f38eca90a1b017e453671dec7ef71dd2d2a980986df33c875b2821b629253337,1
anjoman,anjoman\Anjoman-BoldItalic.woff2,_downloads\anjoman\Anjoman-BoldItalic.woff2,f3928215e5f20173cb2e8e798274744898cd4b0c6781569bef23f7ed93f342a2,2
Ray,Ray\Ray-Black.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\MaryamSoft.com\Ray-Black\fonts\Ray-Black.otf,f396f252fb815a06450da29370192b311ad051e90dd27ae2213591e188339d1e,0
2  Karim,2  Karim\SKARIMBD.TTF,384.Font.Farsi\SKARIMBD.TTF,f39e0d4fb1590b9f8b012f1ff2b20204972d90ece6ef8b75fe33026c07616cef,0
Yeager,Yeager\Yeager-Regular.otf,_downloads\Fonts-master\Yeager-Regular.otf,f3aa117b6e8b1225d4ec2fa72f16a9c5a7a5e17f9c4934e25581363d09cab9e5,0
2  Arshia,2  Arshia\SARSHIA.ttf,384.Font.Farsi\SARSHIA.ttf,f3aa456a86e3be642c7104c9348d8562e8f85abb382d07fc6e01ea5db9631236,0
fonts,fonts\DimaKoodak.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaKoodak\fonts\DimaKoodak.woff,f3b2045de112a7ccfdd8bf80ab8805f906adddee271837ced57f9da7edaf5bf7,0
03- Eot,03- Eot\Anjoman-FaNum-ExtraLight.eot,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\03- Eot\Anjoman-FaNum-ExtraLight.eot,f3c0b801817de6518ec23bbca68f1e3cf4a7b2bce27aaa5ca19c8cf78856b936,1
Fondamenta,Fondamenta\Fondamenta.ttf,_downloads\Fonts-master\Fondamenta.ttf,f3c1ac93cd9c5e29ec870e0edb1a82010d38f5f63cf1a6044a5f97535a19e11e,0
NPIFarnaz,NPIFarnaz\NPIFarnaz.ttf,500.Font.Collection\NPIFarnaz.ttf,f3cdcb009106111f0ac53cb68769a7beb9905acbd9914913218d99ded34a572c,0
FP_JOGHD,FP_JOGHD\Joghd.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\IrFont.ir\Joghd\fonts\Joghd.otf,f3da275b6c5b2546e0eff5ae6f6932c302f3557c244804c1a1a2ee40de6725a1,0
Portada Text ARA,Portada Text ARA\PortadaTextARA-Semibold.otf,_downloads\Portada\PortadaTextARA-Semibold.otf,f3e406639a1ed336988330a83cf4c215befeb575393a43ef4078159ff702c51c,1
Omid,Omid\Omid-UltraLight.ttf,+Unsorted\VIP FONT-@Apkclub\All font\Omid-UltraLight.ttf,f3e7c2de530f92c429ac33930f0887198dd78564d0cf8f5970bfab042a388aa4,1
iransansdnnoen,iransansdnnoen\iransansdnweb.woff,_downloads\iransansdnnoen\iransansdnweb.woff,f3e978d25509f6330a47f02d9b29a63f6da6f171722d94c0aabb25486d94f903,1
eot,eot\iransansdnwebbold [v2].eot,Fonts\IRANSansDN v1.0\Farsi_numerals\webFonts\fonts\eot\iransansdnwebbold.eot,f3ecc546ea7144a9c59d65f41fb7f05e66772fe9c316e7a0c8d0f2a4d2772bf6,0
Sadgan,Sadgan\5 . Sadgan - Black.ttf,_downloads\sadgan\5 . Sadgan - Black.ttf,f3f1d31bf1fcf00a886b1698fe3c78d17e54ec54dca215f9a70fdc08366c9b6d,1
B Aria,B Aria\BAria.ttf,384.Font.Farsi\BAria.ttf,f407e0a5c12012a3689d43333cd4d35f6d8ccc13a2873f23fd76478ad5ce7541,0
Mj_Beirut Md,Mj_Beirut Md\Mj_Beirut Md.ttf,500.Font.Collection\Mj_Beirut Md.ttf,f40ddb4b4870ba871e9fe611f85404c85c7c849db657356dc72b4b2ed012d56d,0
woff2,woff2\YekanBakhNoEn-SemiBold.woff2,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh NoEn\Webfonts\fonts\woff2\YekanBakhNoEn-SemiBold.woff2,f421dc4801a7b093795818b2ab60ecc3078edddedc93e76f99e027ea2272f921,0
emkan-r,emkan-r\Emkan Regular R.woff2,_downloads\emkan-r\Emkan Regular R.woff2,f426ba8db7f7ed05868cefba7f80ebd81a0d3900b1383ac6c42f41f7a67852c9,1
peydaweb,peydaweb\[EC]PeydaWeb-SemiBold.woff2,_downloads\peydaweb\[EC]PeydaWeb-SemiBold.woff2,f42c020b492225eebef887b8325017e0cf0a2e3315d383095701bc0123136fa1,3
Pinar,Pinar\Pinar-DS2-Regular.ttf,Fonts\Pinar Pro\Statics\ttf\Pinar-DS2-Regular.ttf,f431d4f755fcfd9dc8f4d65805ddbb791343f126c875176ce5b62f0655aa8dcf,1
B Kourosh,B Kourosh\BKourosh.ttf,384.Font.Farsi\BKourosh.ttf,f4367bf51fbec034492fb3db5ea868dd1407c050b1d280bb4fe7e47a8d150b10,0
IRANSans,IRANSans\IRAN Sans Bold.ttf,_downloads\iransans\IRAN Sans Bold.ttf,f453c4b7914faa132e1dde31138e826fd66e96d20f4dcf5b6703a20159f62a3a,2
harir,harir\Harir-Regular.woff,_downloads\harir\Harir-Regular.woff,f454602130d6045f46337d79556f78cf2948a61a5ad80e2c90f2b91669012d48,1
03- Eot,03- Eot\Anjoman-NoEn-CondensedItalic.eot,Fonts\Anjoman_Pro\03 - Anjoman Non English\03- Eot\Anjoman-NoEn-CondensedItalic.eot,f45c0391d681d9531679596106b3420f55ea195c4653595c3a7750f1ef3057ba,1
iransansxfanum,iransansxfanum\IRANSansXFaNum-Thin.woff2,_downloads\iransansxfanum\IRANSansXFaNum-Thin.woff2,f47102493a1d8986b23c518915cff99814cda60f34ac581174b5b6ab86bb8229,2
Mj_Newspaper,Mj_Newspaper\Mj_Newspaper.ttf,500.Font.Collection\Mj_Newspaper.ttf,f479cf006f69d3b840b1bd2131743118bcb93684c532b866619c6b35c8d480a5,0
fonts,fonts\Dimasport1.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\Dimasport1\fonts\Dimasport1.woff,f47dbe79875be91784464a0be65723814ada0a3875c5a3da2e415ddecd9b9795,0
Pinar,Pinar\Pinar-DS4-Light.ttf,Fonts\Pinar Pro\Statics\ttf\Pinar-DS4-Light.ttf,f4823341fc88b89b01c612185facfde95c2b1c5164c2889c56b1d561f6f3ac19,1
eot,eot\dana-noen-bolditalic.eot,Fonts\Dana\Source v2.0\NonEnglish webfonts\fonts\eot\dana-noen-bolditalic.eot,f48a0783a2f6ee74a77672ca965a9c14a9ac1d59eb4459fb3b466befef1a77f1,1
Arian LT,Arian LT\Arian LT Heavy.ttf,Fonts\Arian\Arian LT Heavy.ttf,f48bb894dde859470f354c616f68b10c5f92e5d2db8a1e0b571b2a00d7187734,2
fonts,fonts\IRANSans_Bold.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\IRANSans_Bold\fonts\IRANSans_Bold.eot,f48d6c647675a1bb2df504c6776655c6465b1e4abacefa4da7ba8446e436e512,0
woff,woff\YekanBakh-Bold [v2].woff,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh Family\Webfonts\fonts\woff\YekanBakh-Bold.woff,f48e671bbcda9dd6dfdaadcb3dd498cd96955f66bfe13b25ea94a497848670e8,0
fonts,fonts\chamran.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\IrFont.ir\chamran\fonts\chamran.woff,f48f4e5a14c1f02aa44e29b4e41d7b417fe1f09a0dd5afb9aaca7e265a10416d,0
emkan-inline-style,emkan-inline-style\emkan Inline Style.woff2,_downloads\emkan-inline-style\emkan Inline Style.woff2,f4934ea9a4b6ee0ef4a32d842c07e1f29003a4d873d560cc72b2262a8adf6ba9,1
Haft,Haft\Haft [v2].otf,NEW\Haft-@Mim_Font\Fonts\Haft.otf,f49ff7e1bc818d8d51dc6a735f40d2d4db668d032b3ccbbbb431b1a095f4eb89,0
DimaBahar,DimaBahar\DimaBahar.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaBahar\fonts\DimaBahar.otf,f4a06df85d6df2b21e454b4afdcc90e87439f08a10dd6c2409a3d09023e7f6d7,0
dananoen,dananoen\DanaNoEn-Thin.woff2,_downloads\dananoen\DanaNoEn-Thin.woff2,f4a72df88f62476d9dd381f83f4dfdf0e4b5ee3c839f4ff8e85c560aeecf0b4d,1
Woff2,Woff2\IRANSansXFaNum-Bold.woff2,_downloads\IranSansX Pro\IranSansX Pro\Farsi numerals\Webfonts\fonts\Woff2\IRANSansXFaNum-Bold.woff2,f4ae7688caac221c48b4f133355ee9451f999e9bbfacff4023430306006f402b,0
Molsaq ExtraBold,Molsaq ExtraBold\Molsaq ExtraBold @i_font (1).ttf,+Mixed Fonts\molsaq\@i_font molsaq\Molsaq ExtraBold @i_font (1).ttf,f4b5e3d1557c3789487f473c8d547d310de957a83b6852390374267170dbf433,0
2  Baran Outline,2  Baran Outline\SBARANO.TTF,384.Font.Farsi\SBARANO.TTF,f4be60a767dddc1391b557f89ee449a843b5b1be3564053804a0ccf4d4628e1c,0
A Soraya,A Soraya\ثریا.ttf,+Mixed Fonts\ثریا.ttf,f4c7813ef3cf28d0d45c504c34d134edac3587c8945fc46871f63a0fc7537273,0
woff,woff\YekanBakhNoEn-Thin.woff,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh NoEn\Webfonts\fonts\woff\YekanBakhNoEn-Thin.woff,f4d7efcea926dd6e0e878c617871e3a2966b442cede1002603f041ef4a278ec9,0
damoon,damoon\DAMOON-ExtraLight.woff2,_downloads\damoon\DAMOON-ExtraLight.woff2,f4d84d50047498de412d5ef9e0d2873a4856cecd87df8657d960caae6e59ec1a,1
B Karim,B Karim\BKarimBd.ttf,500.Font.Collection\BKarimBd.ttf,f4d8c91dca64ac8ddba8bfafbae9da3f1ce59515821ea41e4fcb5cd597cca298,0
Yekan Bakh,Yekan Bakh\YekanBakh-Black [v2].ttf,Fonts\Yekan Bakh\Source 4 v2.0\Yekan Bakh Family\YekanBakh-Black.ttf,f4ea52a8025c99961cd585bd9da82d1ca4dfcb5e4bf0108eed063c8ac20c73e7,0
woff2,woff2\DAMOON-HairLine.woff2,Fonts\Damoon Pro\Damoon Pro\03 Webfonts\woff2\DAMOON-HairLine.woff2,f507eb5393a75035ba93b42868d81126af833e8e14c310c24b8b11e52ffd610b,0
Timothy,Timothy\Timothy-Regular.otf,_downloads\Fonts-master\Timothy-Regular.otf,f5091235b7d32f261edabefd478cc34b9ecc3408ddd4e77f8e4bedc96522dbe4,1
Tlesk,Tlesk\Tlesk-Bold.ttf,_downloads\tlesk\Tlesk-Bold.ttf,f50ee055d9b8e47b9fd40155c87008e8f3802a963267fd441376fec222e9de85,2
damoon,damoon\DAMOON-Black.woff2,_downloads\damoon\DAMOON-Black.woff2,f516c54e623849c30651c06d10546dc57d3cabf5bb5974e854370ce8d0bc6f6d,1
NPIJalal,NPIJalal\NPIJalalIranic.ttf,500.Font.Collection\NPIJalalIranic.ttf,f51e5572b520cbc7682b8e280129675a05909700fae59f210e02a9ef697e343f,0
kalamehweb,kalamehweb\KalamehWeb-ExtraBold.woff2,_downloads\kalamehweb\KalamehWeb-ExtraBold.woff2,f5228b96d17847094a9d63e93af02050196a6dbdae78d57d5e39f08cb3c10820,2
fonts,fonts\DimaYekanTypography.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaYekanTypography\fonts\DimaYekanTypography.woff,f529ee80eff6722aac02d69ec3a260face81c2dd1f6196029170dc14e24400ab,0
DimaBanoo,DimaBanoo\DimaBanoo.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaBanoo\fonts\DimaBanoo.otf,f52a495bc58c8b84580df4ecb52de391808d9b496a3f9359585472630b49d3fb,0
fonts,fonts\Irancell_Medium.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Other\Irancell_Medium\fonts\Irancell_Medium.eot,f52f6e15c4b1be1b8e38abfdcc7ed909875687441ad7f266095b4124a679534c,0
ZFPaliz,ZFPaliz\ZFPaliz.ttf,Fonts\ZFPaliz\ZFPaliz.ttf,f548592859ae3adf82f2baa9039a385fff67986b53177873617aa3f835213e9f,1
fonts,fonts\Dima-Yekan-Typography.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\Dima-Yekan-Typography\fonts\Dima-Yekan-Typography.woff,f54fb0abfcabfcbc002220628dc1f4739169808439cc614030f2f867cc6541d2,0
Yekan Bakh NoEn,Yekan Bakh NoEn\YekanBakhNoEn-Regular.otf,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh NoEn\OTF\YekanBakhNoEn-Regular.otf,f5600f7b47af84d9f932b830c18488ee7bde68b82fc8b3c80f29dfc841e8a309,0
RokhFaNum,RokhFaNum\RokhFaNum-Medium.ttf,_downloads\rokhfanum\RokhFaNum-Medium.ttf,f564e3732d49cf2bae121bb19c2e73a68063795b6d737e5f6931f5ca60d3e31b,3
FS Albert Arabic Web,FS Albert Arabic Web\AlbertArabic-Thin_qalamnet.ir.ttf,+Mixed Fonts\Albert arabic\Albert arabic_qalamnet.ir\AlbertArabic-Thin_qalamnet.ir.ttf,f56fa23b26c5627dc07d451e96e2d8263b9f7f90fb82537e9833ca4b94d3ae6f,0
NPIMitra,NPIMitra\NPIMitra.ttf,500.Font.Collection\NPIMitra.ttf,f57e5a47d81f14d8f7a9822e50f1757cb23ba210b395bd72249ecca0643ba235,0
IRANSansXFaNum,IRANSansXFaNum\IRANSansXFaNum-ExtraBlackD4.ttf,_downloads\IranSansX Pro\IranSansX Pro\Dot4\Farsi numerals\IRANSansXFaNum-ExtraBlackD4.ttf,f5b19fb769d79a3753b11d1607164555b304a1f838cd75ad9ee58308b6c8e8e0,0
fonts,fonts\Gandom.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Other\Gandom\fonts\Gandom.woff,f5bcd7e3208a8f1f9309abbc63f1af9cd0957311f00379bd1e3b6fd1815f43cf,0
Reckless Wide M-TRIAL,Reckless Wide M-TRIAL\RecklessWideM-TRIAL-BookItalic.otf,_downloads\reckless-font-family\RecklessWideM-TRIAL-BookItalic.otf,f5be28cf588e59751069ab239281f7546b85b85041f6e5bb3e9ac214122b3972,0
B Mitra,B Mitra\BMitraBd [v2].ttf,384.Font.Farsi\BMitraBd.ttf,f5d546b6da9a544a20d88b2e0233b472e8448db21eea21d404adf39c85347700,0
Mikhak-DS2-FD,Mikhak-DS2-FD\Mikhak-DS2-FD-Light.ttf,_downloads\mikhak-ds2-fd\Mikhak-DS2-FD-Light.ttf,f5d5ad840b99476537b7bfb30e10351ae0e60d5d03b4f75b761888cc24310d81,1
Rokh,Rokh\Rokh-Medium.otf,_downloads\rokh\Rokh-Medium.otf,f5e403e5e43de3ba0d4a0bae6eb334e589c6508014c831409953133a634091fb,3
dana-fanum,dana-fanum\dana-fanum-demibolditalic.woff,_downloads\dana-fanum\dana-fanum-demibolditalic.woff,f5ebb434ee2378c2760491e45120f642a2762c3988b91f87fb0a3a147576c713,2
jb funland,jb funland\Funland.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\IrFont.ir\Funland\fonts\Funland.otf,f5f278e57a9610615baa432d406b8e6a845039dce2ce61ae89c76a7f62e48264,0
Webfonts,Webfonts\FarhangNoEn-ExtraLightSharp.woff,NEW\Farhang-@Mim_Font\NonEnglish\Webfonts\FarhangNoEn-ExtraLightSharp.woff,f5f40fd4717f705df3df427522c8752c6e2c5585c36accc5d3ffb8927f724b5c,1
DimaBarfItalic,DimaBarfItalic\DimaBard italic.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaBard italic\fonts\DimaBard italic.otf,f5f44fb8ae22db2f93ce05938da94ad08fa635d7ab0ef96b497790b373d3fac9,0
ariaweb,ariaweb\AriaWeb-Black.woff2,_downloads\ariaweb\AriaWeb-Black.woff2,f5f84b6ebbdbccba48d15c4674d8d1adbc22b35b9e9bfdbd184054aeb1a37192,1
Mj_Cordoba,Mj_Cordoba\Mj_Cordoba.TTF,500.Font.Collection\Mj_Cordoba.TTF,f5feee56221c042fc955f65d0948c5888d9798e3f3f40927826c2b03c5f111de,0
Annabel 1,Annabel 1\Annabel..ttf,Fonts\Annabel\Annabel..ttf,f5ff9af0eb4aa7cc121f1632d3b6000447b1b136b45484a5f92b8ef61fbbb363,0
Fanavari,Fanavari\Fanavari-Bold.ttf,Fonts\Fanavari\Fanavari-Bold.ttf,f6192ddef8fa995cba045b1da82e6c86056a192c53fbcf7b59cb1d7f54057904,1
Anjoman,Anjoman\Anjoman-CondensedSuperHeavyItalic.ttf,Fonts\Anjoman_Pro\01 - Anjoman Font Family\04- Condensed Italic\Anjoman-CondensedSuperHeavyItalic.ttf,f62176770a62302948d3bb661690a94350ac8cfa257632843073bc433b71e338,1
IRANYekanWeb,IRANYekanWeb\iranyekanwebblack [v2].ttf,Fonts\IRAN Yekan Pro\Source 1 V3.0 Older\WebFonts\fonts\ttf\iranyekanwebblack.ttf,f62509ff74a7920159b4c2a296196528468a5bd3ff83eb4b7f24a92201386de3,0
Badee,Badee\Badee-Black(1).ttf,Fonts\Badee\Source 3 v3.0\Alternative\Badee-Black(1).ttf,f62537757cd4555753cfe13b8c1f2e7eb67a0e43f992febff522f65f9111f116,0
iranyekanweb,iranyekanweb\IRANYekanWebThin.woff2,_downloads\iranyekanweb\IRANYekanWebThin.woff2,f625bce4de6f0c93b26b83327659ce8bbe1414f8ec622402720acd0f633ca501,2
woff,woff\iranyekanwebblack [v2].woff,Fonts\IRAN Yekan Pro\Source 1 V3.0 Older\WebFonts\fonts\woff\iranyekanwebblack.woff,f6271a28f0ae7144786fa12b4442abda5fc00440f1502652c45920e38f7b3ffe,0
Disco Deck Chrome,Disco Deck Chrome\discodeckchrome.ttf,+Mixed Fonts\Disco Deck\discodeckchrome.ttf,f6312c839f177d49d54b5837b7e4f13f00cfce2aee35fd4fb0982c192c46898e,0
Kalameh,Kalameh\Kalameh-Black.ttf,_downloads\kalameh\Kalameh-Black.ttf,f6373472d8cbfe9b0acbe2de5d7d9647c2d6cc95d7ac5568c741b7042263e5c3,4
IRANSansWeb(FaNum),IRANSansWeb(FaNum)\IRANSansWeb(FaNum)_Medium [v2].ttf,_downloads\iransansweb-fanum\IRANSansWeb(FaNum)_Medium.ttf,f64b25f2dedb3087afff9cafe63ef1f53ac93dc0d54a485c4b8368968508d547,2
fonts,fonts\DimaMabella.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaMabella\fonts\DimaMabella.eot,f657799c6f17ab92f4bf05094f89accd9609d5e70bdbc6021c0867a19e6bd904,0
DimaMovarab,DimaMovarab\DimaMovarab.ttf,+Unsorted\VIP FONT-@Apkclub\All font\DimaMovarab.ttf,f658ad873785dda1004676159ea29f9483bcd6bf995c6e070a5607b93c083dfc,4
IRANSansX,IRANSansX\IRANSansX-Medium [v2].otf,_downloads\IranSansX Pro\IranSansX Pro\iransansX family\Otf fonts\IRANSansX-Medium.otf,f65b25c4fdbc4ff9148bf163d76e5e5e79b6f35517ab0e5d05c6b45498af2b9a,0
Bradford,Bradford\Bradford-Regular.otf,_downloads\Fonts-master\Bradford-Regular.otf,f65c5f1492e5ac296d65db320104bc73db5b8303d234d53f4e7fe936ee842f2e,0
_eot,_eot\KalamehWeb-SemiBold.eot,Fonts\Kalameh Pro\Source 2 V4.0\01- Standard Fonts\WebFonts\_eot\KalamehWeb-SemiBold.eot,f662daf51c7f3d3076003e9c4f04c6901650eb0230afd3e810f984798f1dd9ab,1
Kalameh(FaNum),Kalameh(FaNum)\Kalameh(FaNum)-Regular.ttf,_downloads\kalameh-fanum\Kalameh(FaNum)-Regular.ttf,f66d9780194c3a9064c03127f5a8564104d279910e62a2b279adf96dfe341b1b,2
Bl-in-fill,Bl-in-fill\Badee-Bl-in-fill.ttf,Fonts\Badee\Source 3 v3.0\Main\Badee-Bl-in-fill.ttf,f68e38f1abc897d9bcd7534bb08ba9e89e434549e498d8e60fa717b5746f75dd,0
anjoman-fanum,anjoman-fanum\Anjoman-FaNum-Heavy.woff2,_downloads\anjoman-fanum\Anjoman-FaNum-Heavy.woff2,f69264dd6e58f29ef2685817d7059fd81dc0d0c5f91af4424d501242141d7dca,2
Fresh Script,Fresh Script\Fresh Script.otf,+Mixed Fonts\fresh\Fresh Script.otf,f6971b54d2cad08f4937d9b0756832908ea9219f6d42979c54ac36426ed35a59,0
fonts,fonts\Amirhafezi.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Other\Amirhafezi\fonts\Amirhafezi.woff,f69a4d912d48032d78f9587689f2032a391ac3cd34630ffdc5f6f61f44b955f8,0
F_amin,F_amin\F_amin.ttf,500.Font.Collection\F_amin.ttf,f6aa303388ce4d9e650f833ad58294e7235324714112fa03928c92cde5c5479b,0
DAMOON,DAMOON\DAMOON-SemiBold [v2].ttf,_downloads\damoon\DAMOON-SemiBold.ttf,f6ac70423d1b24ef0e6bec6f36e13b4a7f78e41b0cc9779f76ba2ab0f1b74eca,1
