family,file,source,sha256,duplicate_count
woff2,woff2\FarhangFaNum-MediumSharp.woff2,NEW\Farhang-@Mim_Font\FaNum\Farhang Sharp\Webfonts\fonts\woff2\FarhangFaNum-MediumSharp.woff2,39d92af95b107539cb3b81b67cef2ca464077711d2dbbc7f3b94de0900e6f6b2,3
02- Woff2,02- Woff2\Anjoman-FaNum-CondensedUltraBoldItalic.woff2,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\02- Woff2\Anjoman-FaNum-CondensedUltraBoldItalic.woff2,39e5433403d6007e7b453b52453dfaa45299d090d73fb837e34c6473e9ff7a1b,1
MRT_Two Medium,MRT_Two Medium\Two Medium_MRT.ttf,384.Font.Farsi\Two Medium_MRT.ttf,39eabdafe77c8a1a52b3e6f027b32731108a3aa9fec67af94199055d44277589,0
woff,woff\Dibaj FA Regular.woff,+Unsorted\Dibaj\Dibaj\Web font\Non-English\woff\Dibaj FA Regular.woff,39f54aa52b24183b61b62758573ae33602297b7b4468f77a275431c704631884,0
Woff,Woff\IRANSansXFaNum-Heavy.woff,_downloads\IranSansX Pro\IranSansX Pro\Farsi numerals\Webfonts\fonts\Woff\IRANSansXFaNum-Heavy.woff,39f7a98869aaa38f849ae58222efb69a31a5bb21970b50ed5fad726582c63a8c,0
woff2,woff2\Dibaj Black.woff2,+Unsorted\Dibaj\Dibaj\Web font\Dibaj Family\woff2\Dibaj Black.woff2,3a02cbbb45a558132192f9d70017f94eb2088070b93e3b40d3bf78f6fd6da904,0
Pinar-FD,Pinar-FD\Pinar-FD-SemiBold.ttf,_downloads\pinar-fd\Pinar-FD-SemiBold.ttf,3a0359a87dbe6b32f157a72794a7cc7cf95e4539b5c704a2847c4fe34d533449,2
mikhak,mikhak\Mikhak-ExtraBold.woff2,_downloads\mikhak\Mikhak-ExtraBold.woff2,3a061e3668645736d57568d98d3fb256d1016bf9b786d4dde2e5f47b2ae80563,1
Reckless Wide M-TRIAL,Reckless Wide M-TRIAL\RecklessWideM-TRIAL-Light.otf,_downloads\reckless-font-family\RecklessWideM-TRIAL-Light.otf,3a08b3612fa852b0a8574cd96d137cb8f5ea6f04013c01f948e8b59252531ee1,0
anjoman,anjoman\Anjoman-Medium.woff2,_downloads\anjoman\Anjoman-Medium.woff2,3a21f1a6b54faf9a0b1bb09d3c291d90e4034ff42a183d43fbe716ae6f5ea77d,2
Noora,Noora\Noora Fa-En 02 Light.ttf,_downloads\noora\Noora Fa-En 02 Light.ttf,3a2298c5dc71d3e854425cb2611f73b7eeaeced16e4d20d081a0d5e85431b8ca,1
NPIMajaleh,NPIMajaleh\NPIMajaleh.ttf,500.Font.Collection\NPIMajaleh.ttf,3a24f9c3b50f19e193bb65bcd03a6461cd1189856d6805d4e0568778fdbd6050,0
DimaArsalan,DimaArsalan\DimaArsalan.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaArsalan\fonts\DimaArsalan.otf,3a26943c2b49c6b48257a73f7a87ecaeed07cd4ff924b77b0f7dd0090df8a45e,0
Reckless Standard XL-TRIAL,Reckless Standard XL-TRIAL\RecklessStandardXL-TRIAL-MediumItalic.otf,_downloads\reckless-font-family\RecklessStandardXL-TRIAL-MediumItalic.otf,3a2af7428a528675d8a473888caf188ae38c88cfe9156304d8a9c59245dcbe16,0
marlik,marlik\Marlik-Black.woff,_downloads\marlik\Marlik-Black.woff,3a2de8df8e7338cd7a37528f0cc912c8ed4a00fa19371e233a0f0525479ed21a,1
NazaninRahmanian,NazaninRahmanian\NazaninRahmanian.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\NazaninRahmanian\fonts\NazaninRahmanian.otf,3a3a43c2bdb0cb82b4ee29e8468bcc4aab72c1489537a7d4f4c7dbdc78cc6c65,0
mikhak-ds2-fd,mikhak-ds2-fd\Mikhak-DS2-FD-Regular.woff2,_downloads\mikhak-ds2-fd\Mikhak-DS2-FD-Regular.woff2,3a454a709eb413d60e93794a13e344089455b1c9c23a4eac94baef44f718dee9,1
IRANYekan,IRANYekan\IRANYekanLight.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\IRANYekanLight\fonts\IRANYekanLight.otf,3a458d5d9022398796dbf559ce0106e9294029df01401ba9f474a70bb3650ff0,0
IRANSansXFaNum,IRANSansXFaNum\IRANSansXFaNum-UltraLight.ttf,_downloads\iransansxfanum\IRANSansXFaNum-UltraLight.ttf,3a4692a754c35c318886a34dfb34f7e01584baf83b0ad2cf849bc7de13f26a06,2
2  Nikoo,2  Nikoo\SNIKOO.TTF,384.Font.Farsi\SNIKOO.TTF,3a4d951bc00a8f670602ebf9bc1841b9b8e70af83173b9eb0048f7677179fc34,0
Aria,Aria\Aria-Light [v2].otf,_downloads\aria\Aria-Light.otf,3a650df56e6fcf064d0ae8989ee5822d04af4002bb97011e2d33d294e6763607,1
anjoman-fanum,anjoman-fanum\Anjoman-FaNum-SemiBoldItalic.woff,_downloads\anjoman-fanum\Anjoman-FaNum-SemiBoldItalic.woff,3a69d6e7be27d1cdbb95c16f890a42d07622ff83090412e5435b68101aef18dc,2
Disco Deck Laser,Disco Deck Laser\discodecklaser.ttf,+Mixed Fonts\Disco Deck\discodecklaser.ttf,3a69d946d9f2324f9a12e8e238c92ccfbe17a6ed59a574b49e376656786d6af4,0
eot,eot\IRANSansWeb(FaNum)_Light [v2].eot,_downloads\IranSansX Pro\IranSansX Pro\Old version\IRANSans5.5 (No support)\Farsi_numerals\webFonts\fonts\eot\IRANSansWeb(FaNum)_Light.eot,3a777bec29be8eba8b9c913b41f299d57da8b274d6f274babcd1f83b98f8bb5d,3
NPINazanin,NPINazanin\NPINazaninIranic.ttf,500.Font.Collection\NPINazaninIranic.ttf,3a77f8bbb34b05f01d4d3349e874473fb3e636a74835a642261bf69fb85fa9aa,0
Yekan Bakh,Yekan Bakh\YekanBakh_Light.ttf,+Unsorted\VIP FONT-@Apkclub\All font\YekanBakh_Light.ttf,3a9e33153b78d17194e355397c3c0f4514e84245be18382d7963985bf67a0bad,3
Pinar,Pinar\Pinar-DS2-Light.ttf,Fonts\Pinar Pro\Statics\ttf\Pinar-DS2-Light.ttf,3a9eee924a7fd7199b9c5b77de0f36c342c15a5f16035eab0f36bc744f9be288,1
Nocturne,Nocturne\Nocturne.ttf,_downloads\Fonts-master\Nocturne.ttf,3aa949239318f74a3b680ef9143c3b2322646742cf8a19b5748d1a91fd425481,0
eot,eot\FarhangFaNum-DemiBold.eot,NEW\Farhang-@Mim_Font\FaNum\Farhang\Webfonts\fonts\eot\FarhangFaNum-DemiBold.eot,3ab3685a42b7ce46021c53d19b2fe3147e5c664218e2314616322d78cc1ef410,3
fonts,fonts\IRANYekanThin.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\IRANYekanThin\fonts\IRANYekanThin.eot,3ab5c7ef7250331ab2b55d65288ae1adc9ee4e4e113c779573339c0ce61b3e3b,0
woff,woff\IRANYekanWebRegular.woff,Fonts\IRAN Yekan Pro\Source 2 v3.0 Newer\WebFonts\fonts\woff\IRANYekanWebRegular.woff,3ab6e68a43dfdb6d6c17d7940fa6150a6f54dda4c6533791a6d535d82e868860,1
fonts,fonts\IRANYekanMedium.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\IRANYekanMedium\fonts\IRANYekanMedium.eot,3ab71b8e70f271874a75d4c25bd379d9c5280a0b5d5e64ead48abc260f23168f,0
03- Eot,03- Eot\Anjoman-CondensedLight.eot,Fonts\Anjoman_Pro\01 - Anjoman Font Family\05- Webfonts\03- Eot\Anjoman-CondensedLight.eot,3ab71c95cba24918201eba3f8f0ead8db12254f47322fc0542c0c4fbf063e1e0,1
pinar-ds3-fd,pinar-ds3-fd\Pinar-DS3-FD-Black.woff2,_downloads\pinar-ds3-fd\Pinar-DS3-FD-Black.woff2,3adab633275b914fb31bf6257f0b7cba15ae89ad3b4042a139fd8bc96463a681,2
03- Eot,03- Eot\Anjoman-FaNum-CondensedHeavy.eot,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\03- Eot\Anjoman-FaNum-CondensedHeavy.eot,3ae041ccf143dd5440a41149aa969c6ec294ce648a531872ffed34dec314219c,1
Ray,Ray\Ray-Light.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\MaryamSoft.com\Ray-Light\fonts\Ray-Light.otf,3ae29bc3955138b194254909ad9fd08c4a52136b96c969853ddf46403ed038b7,0
NPICompset,NPICompset\NPICompsetBold.ttf,500.Font.Collection\NPICompsetBold.ttf,3af517b41388658cb1904372cdf5a6f04880c4472c09e11f4ca9af7f26adea3c,0
Dima Font,Dima Font\DimaFont.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaFont\fonts\DimaFont.otf,3aff79a7956722239500d00f1be1f2c00228237f009201caae2490846c33f4a4,0
Q˝inn Wilmet Script,Q˝inn Wilmet Script\QinnWilmetScript.otf,_downloads\Fonts-master\QinnWilmetScript.otf,3b08771fe847efbc3413ba43643dbff014448ac31b231979c3363366ff60cd59,0
pelak,pelak\Pelak-light.woff2,_downloads\pelak\Pelak-light.woff2,3b09b2b6a152584f13976ef63bb8575e71e056decfb41735f108a96cda49d965,1
FP_Chamran,FP_Chamran\FP_Chamran black.ttf,+Unsorted\VIP FONT-@Apkclub\All font\FP_Chamran black.ttf,3b0d111ad5b2ecf0df96ad3ff15d897bc1007690b5f9ab3948cbde27bae2d89a,3
fonts,fonts\DimaMoalemBlack.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaMoalemBlack\fonts\DimaMoalemBlack.eot,3b0eace3ea792b66c5257cfb3369c2078f8afb5949e259fc321dd02c9d2536af,0
MRT_TV Bold,MRT_TV Bold\TV Bold_MRT.ttf,384.Font.Farsi\TV Bold_MRT.ttf,3b14038a47b1a772c884e80c89fff657f8883df2314b172a8f16713be02fc8e9,0
IRANSansDNFaNum,IRANSansDNFaNum\IRANSansDN_FaNum-Bold.ttf,_downloads\iransansdnfanum\IRANSansDN_FaNum-Bold.ttf,3b154355c1723a64cb4c14e70e2ed68437c8313c685b6b42d88c54b6308d237f,2
dana,dana\dana-demibolditalic.woff,_downloads\dana\dana-demibolditalic.woff,3b18c6159a41fe7e6b2c77d8ab1f1fe92325adae5207097ebb732a695caca89d,2
IRANSansXNoEn,IRANSansXNoEn\IRANSansXNoEn-DemiBoldD4.ttf,_downloads\IranSansX Pro\IranSansX Pro\Dot4\NonEnglish\IRANSansXNoEn-DemiBoldD4.ttf,3b2ed8a20dde1824bade75a4beb2a4984da68b09c087e4c92c3f39bde326aa22,0
Dima Iran2,Dima Iran2\Dima Iran2.ttf,+Unsorted\VIP FONT-@Apkclub\VIP FONT\VIP FONT\دیما ایران\Dima Iran2.ttf,3b3241b232a3dab9f89196063a410a2a829c4883e0b6c4a6e489fffa0073ad77,3
IRANYekan,IRANYekan\IRANYekanBold.ttf,_downloads\iranyekan\IRANYekanBold.ttf,3b412787e98444f1edabce103cd3ae433c22e6ae5c00a5feee996f39af81adbd,2
03- Eot,03- Eot\Anjoman-FaNum-SuperHeavy.eot,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\03- Eot\Anjoman-FaNum-SuperHeavy.eot,3b42b7b08e681f9d7195e3b2a16514ceb2384e2079e6ec01f7bd5ed090d6b96d,1
Bamdad,Bamdad\Bamdad.ttf,Fonts\Bamdad\Bamdad.ttf,3b47f47f0c7fcba5912cdd47b65cfcec0c820d501116453c7e3fe29b699f16a8,4
Harir Display,Harir Display\Harir_Display-Regular.ttf,_downloads\harir-display\Harir_Display-Regular.ttf,3b48b6aa692f04d477f713b00de17820b7696b3c9b892f9384f3f302b9fb52d1,1
Hagrid Text,Hagrid Text\HagridText-LightItalic.ttf,_downloads\hagrid-text\HagridText-LightItalic.ttf,3b48c5008885e41d00a6ef4b32e698339f5e3e15770b9162eb30d7c16421c6d8,1
MRT_Contrast,MRT_Contrast\Contrast_MRT.ttf,384.Font.Farsi\Contrast_MRT.ttf,3b5c8ed2178d87230fa3c8404fec08df9b76753165d4289bc61e977dd1262d94,0
aroosak,aroosak\Aroosak Bold.ttf,Fonts\Aroosak\Aroosak Bold.ttf,3b6b524087d5bfd162ddf6780b501068cebb14a4c8ee4ef06754e2ef0743ce6f,0
Ravi,Ravi\Ravi Thin.otf,Fonts\Ravi v1\Source 2\Ravi font family\otf\Ravi Thin.otf,3b6f5272bb342d18426d7c52cbe7472857c369408c08f8e0f8ad600797fae170,0
eot,eot\AriaWebNoEng-Light.eot,Fonts\Aria\Source 2\None English\Webfont[NoEng]\eot\AriaWebNoEng-Light.eot,3b8501e5243b1086099fa5fe6774125681236476b90ef35782c84ad6f5e5e491,0
Neshan,Neshan\Neshan.ttf,Fonts\Neshan\Neshan.ttf,3b93f99d431a03f0dfefbbeb4bd2c9e88d5f42eb135faf484065c75b8aad6acf,0
Product Sans,Product Sans\Product Sans Bold Italic @i_font (3).ttf,+Mixed Fonts\Google Product Sans\@i_font Google Product Sans\Product Sans Bold Italic @i_font (3).ttf,3b9b65a5ff8b1cc8047c1051f17bb8e24c4af582a090c5349310197b70d53728,0
variable2 webfont,variable2 webfont\dana2webGX.woff,Fonts\Dana\Source v2.0\variable fonts\variable2 webfont\dana2webGX.woff,3bae01f8a55b9a512dfa129835bf8ca8bfbbbc90ea3adc54593b469a8a549366,1
01- Woff,01- Woff\Anjoman-FaNum-CondensedUltraBold.woff,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\01- Woff\Anjoman-FaNum-CondensedUltraBold.woff,3bc0cec902c4bbf803545af94c2e1d023e30315c9f44ce4e8af81e19e123aa55,1
woff2,woff2\YekanBakh-ExtraBold.woff2,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh Family\Webfonts\fonts\woff2\YekanBakh-ExtraBold.woff2,3bc31c696aaaa291ed9d0bd8f084af68a0b655fefc9019af9a89f91f19f52e72,0
Ahlan,Ahlan\اهلا بولد.ttf,+Mixed Fonts\اهلا بولد.ttf,3bc3472a1f50f83cf5276376dd6ad529d6fe283123b7989a70d2faf159f547a3,2
Mj_Sudan,Mj_Sudan\Mj Sudan.ttf,Fonts\Sudan\Mj Sudan.ttf,3bc4ae437ac8bc2ebfe2a826170fbe75b9acb5716a2ee7958afe02f9c849389b,0
Noora,Noora\Noora Fa-En 05 ExtraBold.ttf,_downloads\noora\Noora Fa-En 05 ExtraBold.ttf,3bc8762365dffe5b625adfbbbd7a99433014de39e3bcc52a85a800c65b6babbf,1
Dorna,Dorna\Dorna Light.ttf,_downloads\dorna\Dorna Light.ttf,3bc9351e961e1f1895c26bf70e3fba7e41ea6b4bb8e4498bec44fa4dc2f994e3,1
IPT Mitra,IPT Mitra\IMitra.ttf,500.Font.Collection\IMitra.ttf,3bc9b7e00e81d4575763269801c043d6f535f0e868937c6d948e307efcb893ca,0
MRT_Meghdad,MRT_Meghdad\Meghdad_MRT.ttf,384.Font.Farsi\Meghdad_MRT.ttf,3bd17f000000190df2d9d1025b41eb18ba721e20749c6e20069ba4cd76eaf0d6,0
2  Titr,2  Titr\STITRBD.TTF,384.Font.Farsi\STITRBD.TTF,3bd1ddb866cfad8f3fa7956db6b9b020a2666fe9fcfe2450f6e18e214cd9fa51,0
MRT_Minaret Outline,MRT_Minaret Outline\Minaret Outline_MRT.ttf,384.Font.Farsi\Minaret Outline_MRT.ttf,3becfab97a7a54ada4c60eaaf75a11266a3614ecde776ff86c0d1fec27b01902,0
ZFDelnazThin,ZFDelnazThin\ZFDelnazThin.ttf,Fonts\Delnaz\ZFDelnazThin.ttf,3bf8b851fd5cab9f73440264b430de6977e007542785a6ff1571fc5ac68a5df1,0
fonts,fonts\Diba.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Other\Diba\fonts\Diba.eot,3bfe0a6bb81a09666bfedb166b297f35b8219a8f60f3d119204b458ffdd67fdd,0
Kalameh(FaNum),Kalameh(FaNum)\Kalameh(FaNum)-Black.ttf,_downloads\kalameh-fanum\Kalameh(FaNum)-Black.ttf,3c02a116deb38cf3119ca53f8d0f789dbf421a0be42512053c1c8baf99580371,2
fonts,fonts\DimaZar.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaZar\fonts\DimaZar.eot,3c03d879b8c564abe1b91bffa5526b32d0141a420984f67eaba35c537963f1c2,0
Exterior Rough,Exterior Rough\Exterior Rough Light.otf,_downloads\Fonts-master\Exterior Rough Light.otf,3c0d0ee204134413a6bd9878118a115925e417ef8c405eee8e86c85c71e2c324,0
DecoTypeThuluthII,DecoTypeThuluthII\ثلث تزئینی.ttf,+Mixed Fonts\ثلث تزئینی.ttf,3c0eac81fdc75ba80e9d919b6f6a40b950bd827b4f8a73fa74d29530072012cd,0
MRT_Typographer,MRT_Typographer\Typographer_MRT.ttf,384.Font.Farsi\Typographer_MRT.ttf,3c1b6a78a14ac52bb95f837cb941faae4e7cbf02c80824d8d7da13990ed0928f,0
ravi,ravi\Ravi Bold.woff2,_downloads\ravi\Ravi Bold.woff2,3c2594e8f262287713d38f38668dc0fd0cc0a88492ca9f6a15a1df9aa79ecf6e,1
HodaTorabikhah,HodaTorabikhah\HodaTorabikhah.ttf,Fonts\Hoda\HodaTorabikhah.ttf,3c2defa07ddd8a0f2d126b87644edcf628ad642e6e7692c615e4149bd911bfb6,5
MRT_Nazila 3D Shadow,MRT_Nazila 3D Shadow\Nazila 3D Shadow_MRT.ttf,384.Font.Farsi\Nazila 3D Shadow_MRT.ttf,3c351d164567e288b9915258b424c59ae2c74d10d89f557705d348667bbc291e,0
onvan-oa,onvan-oa\Onvan-OA.woff,_downloads\onvan-oa\Onvan-OA.woff,3c3f3f0b047c285d6dd0aa118e28fa7b305ef5f17a65f7f3971cf0723d16799d,2
ariaweb-noeng,ariaweb-noeng\AriaWebNoEng-Light.woff,_downloads\ariaweb-noeng\AriaWebNoEng-Light.woff,3c528e546dcc6036f2b938f4075d8e4c7cf3fbb26665bc14e8f7d53cee8b637c,1
Dibaj,Dibaj\Dibaj Bold.otf,+Unsorted\Dibaj\Dibaj\dibaj Family\Dibaj otf\Dibaj Bold.otf,3c59159fcb96bb126946692cee8851eaa6b3a86dbfd659079e356a3a54dabf76,0
N38Behshahr,N38Behshahr\N38B.TTF,500.Font.Collection\N38B.TTF,3c5d923de3d4c14f3fc3548a8322dad52c3a86a03214b8cecb962dbf8d6478f2,0
fonts,fonts\DimaBahar.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaBahar\fonts\DimaBahar.eot,3c63028275c182c14c413522210391e19f123cd271e969de6c0b13dc0062723d,0
Estedad,Estedad\Estedad-Regular.ttf,_downloads\estedad\Estedad-Regular.ttf,3c69bef14a9b907c4845ae75a4528a800c61c07769e80fc9237b9e3e1103accc,1
MRT_Najm Light,MRT_Najm Light\Najm Light_MRT.ttf,384.Font.Farsi\Najm Light_MRT.ttf,3c7b5b9aae1e762662b246f66e3908d8671e22446bfc0d4db5a36daac1ea43f7,0
F_kohneh2 Outline,F_kohneh2 Outline\F_kohneh2 Outline.ttf,500.Font.Collection\F_kohneh2 Outline.ttf,3c7d4d08e054a35593a1c27c899741a73638cd1a4b39cc9cddac53e43dcb3723,0
Woff2,Woff2\IRANSansXFaNum-RegularD4.woff2,_downloads\IranSansX Pro\IranSansX Pro\Dot4\Farsi numerals\Webfonts\fonts\Woff2\IRANSansXFaNum-RegularD4.woff2,3c8d280b099844ef69d618268244060ca6d7dac17250845ec3358a45ecd355bb,0
ZARAFEH,ZARAFEH\zarafeh [@fontbazi].ttf,+Unsorted\zarafeh [@fontbazi]\zarafeh [@fontbazi].ttf,3c91fa139d529e07fb561965685429aebcc1357c30bec5181a7e391cdfc2af2d,0
anjoman,anjoman\Anjoman-CondensedExtraBold.woff2,_downloads\anjoman\Anjoman-CondensedExtraBold.woff2,3c931de6f6e62524d4799763344c3d90b9855bf56a5b7362eb19c7e5caa6f920,2
Estedad,Estedad\Estedad-Light.ttf,_downloads\estedad\Estedad-Light.ttf,3cabc7c9ea9a9bd7c6218d6fd8de26517230fe177f88735caccb2ffb928a82ca,1
Rubik,Rubik\Rubik-Regular(@MrPackage).ttf,+Mixed Fonts\Moalla\Rubik Font\Rubik Font\Rubik-Regular(@MrPackage).ttf,3cbba50542106d22a7fd105d32ba8644aaead92ccf4c6fc33c951ac42527c304,0
falsafeh,falsafeh\Falsafeh-Light.woff,_downloads\falsafeh\Falsafeh-Light.woff,3cc30b81ac77a853bdce3b9a4ac72d2375efb8622baf17eddad23cc3daad9381,2
eot,eot\dana-fanum-mediumitalic.eot,Fonts\Dana\Source v2.0\farsi numral\webfonts\fonts\eot\dana-fanum-mediumitalic.eot,3cd7635d73f7e6e6f516bb56dc71cb322e8bd5ad823e0c35b0671fd6419181cc,1
woff2,woff2\AriaWebFaNum-Regular.woff2,Fonts\Aria\Source 2\Farsi Numeral\Webfont[FaNum]\woff2\AriaWebFaNum-Regular.woff2,3ce32a4dcaba7fa5bb479c2ce9e26a46863e27eeeae8d4e9178b1d7a6cdab8e2,0
Big River Script,Big River Script\big_river_script.ttf,_downloads\Fonts-master\big_river_script.ttf,3ce8a582fdcd3f1a29519cee009e1ae9a25f492f82d4a4ef346511a9ddc33356,0
F_kuba,F_kuba\F_kuba.ttf,500.Font.Collection\F_kuba.ttf,3d0173c691ae2db67f7bf6e688cb71b70dd435ffafe07039c44ed9d2867366a9,0
fonts,fonts\Naskh Aziz.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Other\Naskh Aziz\fonts\Naskh Aziz.eot,3d09c0614e40bf12be66ade23beced6acf128a217d85b25402f0e19bdf91d6d9,0
Dana,Dana\Dana-ExtraBoldItalic.ttf,Fonts\Dana\Source v2.0\Dana font family\Iranic\Dana-ExtraBoldItalic.ttf,3d0f71349ccb89a63ca2943636a9e42e8308bc1481d111284dfba2a75754ab69,1
Bidad-woff2,Bidad-woff2\Bidad-ExtraBold.woff2,Fonts\Bidad v1.0\Bidad-woff2\Bidad-ExtraBold.woff2,3d1ef3172e6b046193807532fbc15e5623461378ca8cd66ec5bfdaa2fccec132,0
IRANSansFaNum,IRANSansFaNum\IRANSans(FaNum)_Medium.ttf,_downloads\iransansfanum\IRANSans(FaNum)_Medium.ttf,3d1f2ea13e6457d689693ef81f295c634a838d1591817526a3d92d8ac5fe0004,4
NPINakeesa,NPINakeesa\NPINakeesa.ttf,500.Font.Collection\NPINakeesa.ttf,3d2b1ee28e7f090cf1750cb0232f6921594515881ecf6dd3e691ea7b6d3a38a5,0
FarhangNoEn,FarhangNoEn\FarhangNoEn-Regular.otf,_downloads\farhangnoen\FarhangNoEn-Regular.otf,3d2fa6ad24a87eecab78993dece24b46a32007f02c6c8a89697c915182e787f9,2
Dima Sogand new,Dima Sogand new\Sogand.ttf,+Mixed Fonts\Sogand.ttf,3d372aa20c360db6120374c511756502a7828080c34a8fd7d9837c6a8b81588b,0
Pinar,Pinar\Pinar-DS3-Black.ttf,Fonts\Pinar Pro\Statics\ttf\Pinar-DS3-Black.ttf,3d40b272b92bd64c20d02987287f49572497bdc6580a72fab564b17a3bb16209,1
Northwell,Northwell\Northwell Alt @i_font (3).otf,+Mixed Fonts\fonts family northwell\@i_font fonts family northwell\Northwell Alt @i_font (3).otf,3d422b5123867146ddd18b72a81f9be774a3e8ffe37a4763f8f36412b8539499,0
woff,woff\Ravi Light.woff,Fonts\Ravi v1\Source 2\webfonts\woff\Ravi Light.woff,3d4e7daf6313f373ac9f96f503c56ab2485e4d2b1d7cf32191fefe966e954c34,0
Mj_Sahafa,Mj_Sahafa\Mj_Sahafa.ttf,500.Font.Collection\Mj_Sahafa.ttf,3d528cac6be5e57df0a56e1fdf0a6beab53ed8d30009cb9ff15052548c54ead0,0
Vazeh App,Vazeh App\vazeh_regular.otf,_downloads\vazeh-app\vazeh_regular.otf,3d52cabe7a767dc41cd1bf7c8cc78aa58870d176621b4759a0f52ed9d78d9e7d,2
KONE Information,KONE Information\KONE Information Bold.otf.ttf,Fonts\KONE\KONE Information Bold.otf.ttf,3d54daa76cc2411dde38c46a4a602019b298d23fc7abbbb249ee0951359a0bc1,1
E_Leila v2.40,E_Leila v2.40\E_Leila v2.40.ttf,+Unsorted\+From David\فونت فارسی خریداری شده\E_Leila v2.40.ttf,3d6a2660b0a54c7cb620a9fa44d67edf652361345097d4f7fbb923e7fbaebf6e,0
Disco Deck Gradient,Disco Deck Gradient\discodeckgrad.ttf,+Mixed Fonts\Disco Deck\discodeckgrad.ttf,3d6e1a170c577d930b79e7012e8727b399aa078dbf9761446d4b86e4e0c156c9,0
Hagrid Text,Hagrid Text\HagridText-Medium.ttf,_downloads\hagrid-text\HagridText-Medium.ttf,3d768c42a20909ef5490c89c8e6c44b8953b2d0422180e78e05fee1d0f72f66b,1
Mj_Bita Bold,Mj_Bita Bold\Mj_Bita Bold.TTF,500.Font.Collection\Mj_Bita Bold.TTF,3d7f3c42eac3ef9f0874f96af5d41eb3e1dac9e3873ee9885ea290514e4a985b,0
Peykan,Peykan\Peykan.ttf,Fonts\Peykan\Peykan.ttf,3d84f3a4da5f10a91c8542776e4a502eae0fd48a57844b1f0bcec89bd8fb230e,0
MRT_Pakestan 1,MRT_Pakestan 1\Pakestan_MRT.ttf,384.Font.Farsi\Pakestan_MRT.ttf,3d9bfa1a0e3187bd63ebe6bf0032860a4da2b14379498f2bec7497914fa59006,0
Tlesk,Tlesk\Tlesk-Semibold.ttf,_downloads\tlesk\Tlesk-Semibold.ttf,3da22c938a7ffa459530ad14d802c3b983384ad2f7c1b45734f97e323cd94867,2
One Thin Line-@i_font,One Thin Line-@i_font\One Thin Line.woff,+Mixed Fonts\One Thin Line\One Thin Line-@i_font\One Thin Line.woff,3da2f62daf24fb56d8fe7ca81e50cd22e6c6396ad82fbd2a974b97f6c9c8ba90,0
Alibaba v3.0,Alibaba v3.0\Alibaba-Bold.eot,Fonts\Alibaba\Alibaba v3.0\Alibaba-Bold.eot,3da682081d714cca10d40aa024b990e05eae587fc370edf1940e4d4747e4ace4,0
IRANSansXV,IRANSansXV\IRANSansXV.ttf,_downloads\iransansxv\IRANSansXV.ttf,3dafdb2acf2e8636dc3ea95fa4eadb249a44fa004ed8a647caef6d7d608c2470,2
eot,eot\RokhFaNum-ExtraLight.eot,Fonts\Rokh\Rokh Pro v1.0\Farsi Numeral\WebFonts[FaNum]\eot\RokhFaNum-ExtraLight.eot,3dba3ce16951d7bdcec8552ae81f3f922a5e394cd5eae64776157785aab3ea6b,1
DimaAzar,DimaAzar\DimaAzar.ttf,+Unsorted\VIP FONT-@Apkclub\VIP FONT\VIP FONT\دیما آذر\DimaAzar.ttf,3dc9151e2d14681eb3aa50f0181333bc4a03f553b437934ab3dcaf59db546e2f,3
B Fatemi,B Fatemi\فاطمی.ttf,+Mixed Fonts\فاطمی.ttf,3ddb9db550f57f4608345a3acc8b8898b4db9e0e9e5f469b7543b4fb7fc84090,4
01- Woff,01- Woff\Anjoman-CondensedHeavy.woff,Fonts\Anjoman_Pro\01 - Anjoman Font Family\05- Webfonts\01- Woff\Anjoman-CondensedHeavy.woff,3dfd52c435270b3a80b2e014014b81ab958504f8f8c6ff31da7ba70ee5b5b609,1
dana-noen,dana-noen\dana-noen-thin.woff,_downloads\dana-noen\dana-noen-thin.woff,3e0b467e8537655e9cbf8ea41260087afd9e56fd756efc01fe68583dc9545d47,2
ariaweb,ariaweb\AriaWeb-SemiBold.woff,_downloads\ariaweb\AriaWeb-SemiBold.woff,3e0f7c0893eb3f572509f2947786205f3d2a87aed1b39dcef6af305627ca6b8b,1
