script,family,variant,format,file,source,sha256
01-Persian-Arabic,IRANSansWeb(NoEn) Black,02-Static,01-TrueType,01-Persian-Arabic\IRANSansWeb(NoEn) Black\02-Static\01-TrueType\IRANSansWeb(NoEn)_Black.ttf,Organized\IRANSansWeb(NoEn)\IRANSansWeb(NoEn)_Black.ttf,881831c49ecb2766c1ce78fd11b59848659c3f89d1c54225c2eec5b61193f70d
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,01-TrueType,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\01-TrueType\IRANSansWeb(NoEn)_Bold [v2].ttf,Organized\IRANSansWeb(NoEn)\IRANSansWeb(NoEn)_Bold [v2].ttf,a2793653feb4c8754d518155a79bb7fb04965df9c1fb623cf7cc2a2e658c58ac
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,01-TrueType,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\01-TrueType\IRANSansWeb(NoEn)_Bold.ttf,Organized\IRANSansWeb(NoEn)\IRANSansWeb(NoEn)_Bold.ttf,698c0cdff39ee540c42cdf4df87bbc31d0d13419530bb9d39a64c8d5af001278
01-Persian-Arabic,IRANSansWeb(NoEn) Light,02-Static,01-TrueType,01-Persian-Arabic\IRANSansWeb(NoEn) Light\02-Static\01-TrueType\IRANSansWeb(NoEn)_Light [v2].ttf,Organized\IRANSansWeb(NoEn)\IRANSansWeb(NoEn)_Light [v2].ttf,288234a0595cda1b125e898f463293795ef29c4c3d26571812777143646d831f
01-Persian-Arabic,IRANSansWeb(NoEn) Light,02-Static,01-TrueType,01-Persian-Arabic\IRANSansWeb(NoEn) Light\02-Static\01-TrueType\IRANSansWeb(NoEn)_Light.ttf,Organized\IRANSansWeb(NoEn)\IRANSansWeb(NoEn)_Light.ttf,039a861a32ebfb4dff3152637d8ddbb02f6ab764b79cc1ed00140f6629aa01e7
01-Persian-Arabic,IRANSansWeb(NoEn) Medium,02-Static,01-TrueType,01-Persian-Arabic\IRANSansWeb(NoEn) Medium\02-Static\01-TrueType\IRANSansWeb(NoEn)_Medium [v2].ttf,Organized\IRANSansWeb(NoEn)\IRANSansWeb(NoEn)_Medium [v2].ttf,55d13a8e4a9e28a94b8b0bb693e8081d602706f0682e3c700f2ac8aadf0fe926
01-Persian-Arabic,IRANSansWeb(NoEn) Medium,02-Static,01-TrueType,01-Persian-Arabic\IRANSansWeb(NoEn) Medium\02-Static\01-TrueType\IRANSansWeb(NoEn)_Medium.ttf,Organized\IRANSansWeb(NoEn)\IRANSansWeb(NoEn)_Medium.ttf,24e0c8b77d902b63220adadbef9df8ff174c889250bd3e17620b64be150509d3
01-Persian-Arabic,IRANSansWeb(NoEn) UltraLight,02-Static,01-TrueType,01-Persian-Arabic\IRANSansWeb(NoEn) UltraLight\02-Static\01-TrueType\IRANSansWeb(NoEn)_UltraLight [v2].ttf,Organized\IRANSansWeb(NoEn)\IRANSansWeb(NoEn)_UltraLight [v2].ttf,8613de0cd01d428a2d73edd75a9fa23a4105ec8b2354fe5518f030a3d31fb947
01-Persian-Arabic,IRANSansWeb(NoEn) UltraLight,02-Static,01-TrueType,01-Persian-Arabic\IRANSansWeb(NoEn) UltraLight\02-Static\01-TrueType\IRANSansWeb(NoEn)_UltraLight.ttf,Organized\IRANSansWeb(NoEn)\IRANSansWeb(NoEn)_UltraLight.ttf,35f972c8de2cc890272d56cb2c643e1e3fbf7f29974e8e0e4a1a976c4539adc1
03-Mixed,IRANSansWeb(FaNum),02-Static,03-WOFF,03-Mixed\IRANSansWeb(FaNum)\02-Static\03-WOFF\IRANSansWeb(FaNum).woff,Organized\iransansweb-fanum\IRANSansWeb(FaNum).woff,bc6fcfad33755fdb7d138a5f27c4b12aefb9770577ce58d4175cf533b74e0664
03-Mixed,IRANSansWeb(FaNum),02-Static,04-WOFF2,03-Mixed\IRANSansWeb(FaNum)\02-Static\04-WOFF2\IRANSansWeb(FaNum).woff2,Organized\iransansweb-fanum\IRANSansWeb(FaNum).woff2,13812a30ddb5f43dee6b08795045e14f2463e6a54b0153f94c87d78e0ae2ca11
03-Mixed,IRANSansWeb(FaNum),02-Static,03-WOFF,03-Mixed\IRANSansWeb(FaNum)\02-Static\03-WOFF\IRANSansWeb(FaNum)_Black.woff,Organized\iransansweb-fanum\IRANSansWeb(FaNum)_Black.woff,2723091131a1872996fb378887bcbe724f6de9b59e5e961ebe20fe25f0f77162
03-Mixed,IRANSansWeb(FaNum),02-Static,04-WOFF2,03-Mixed\IRANSansWeb(FaNum)\02-Static\04-WOFF2\IRANSansWeb(FaNum)_Black.woff2,Organized\iransansweb-fanum\IRANSansWeb(FaNum)_Black.woff2,8068f87fb9278539fbc58770bac9c01c0002f0a8efbd8ba7076ca29ea8ebf364
03-Mixed,IRANSansWeb(FaNum),02-Static,03-WOFF,03-Mixed\IRANSansWeb(FaNum)\02-Static\03-WOFF\IRANSansWeb(FaNum)_Bold.woff,Organized\iransansweb-fanum\IRANSansWeb(FaNum)_Bold.woff,f2ba8475955e3b8c4e919eea46bb67556d072ea587e8fc7cf23e2173336f4850
03-Mixed,IRANSansWeb(FaNum),02-Static,04-WOFF2,03-Mixed\IRANSansWeb(FaNum)\02-Static\04-WOFF2\IRANSansWeb(FaNum)_Bold.woff2,Organized\iransansweb-fanum\IRANSansWeb(FaNum)_Bold.woff2,fa176d47f7d777700b3d87ed9717355da564f24ec757dc14f2a58d8de639c84a
03-Mixed,IRANSansWeb(FaNum),02-Static,03-WOFF,03-Mixed\IRANSansWeb(FaNum)\02-Static\03-WOFF\IRANSansWeb(FaNum)_Light.woff,Organized\iransansweb-fanum\IRANSansWeb(FaNum)_Light.woff,5c1577b3753e81c19bcf5c7a5977444fc4ea7da4073f9410b957c3d00a8c1dbd
03-Mixed,IRANSansWeb(FaNum),02-Static,04-WOFF2,03-Mixed\IRANSansWeb(FaNum)\02-Static\04-WOFF2\IRANSansWeb(FaNum)_Light.woff2,Organized\iransansweb-fanum\IRANSansWeb(FaNum)_Light.woff2,d671fb110e1b2902bec883fcfecb59e1829c03c09f852072146d1c07041c359a
03-Mixed,IRANSansWeb(FaNum),02-Static,03-WOFF,03-Mixed\IRANSansWeb(FaNum)\02-Static\03-WOFF\IRANSansWeb(FaNum)_Medium.woff,Organized\iransansweb-fanum\IRANSansWeb(FaNum)_Medium.woff,d2a91e23dc09d4fae869e605bdb6e78ecc7b111dd5d2966889e58a7016610478
03-Mixed,IRANSansWeb(FaNum),02-Static,04-WOFF2,03-Mixed\IRANSansWeb(FaNum)\02-Static\04-WOFF2\IRANSansWeb(FaNum)_Medium.woff2,Organized\iransansweb-fanum\IRANSansWeb(FaNum)_Medium.woff2,7e9c5c08877c6a1c291e7846b25598c234da00cd834198dfc17b303c4fe27618
03-Mixed,IRANSansWeb(FaNum),02-Static,03-WOFF,03-Mixed\IRANSansWeb(FaNum)\02-Static\03-WOFF\IRANSansWeb(FaNum)_UltraLight.woff,Organized\iransansweb-fanum\IRANSansWeb(FaNum)_UltraLight.woff,a66b1e1ceaf60ac7ef70dc3f0ae8a6cc66f1ff6401623de30c4f52c04adbd6a9
03-Mixed,IRANSansWeb(FaNum),02-Static,04-WOFF2,03-Mixed\IRANSansWeb(FaNum)\02-Static\04-WOFF2\IRANSansWeb(FaNum)_UltraLight.woff2,Organized\iransansweb-fanum\IRANSansWeb(FaNum)_UltraLight.woff2,35a5b4bc5a590513f06f52c8202856c04e830c8d6b217a30f81db6013221c568
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,03-WOFF,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\03-WOFF\IRANSansWeb(NoEn).woff,Organized\iransansweb-noen\IRANSansWeb(NoEn).woff,cebc4fbb8e6f6dde96c5995afdeea2b4803b5d5ca83672cb96ed6b6af163e9b7
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,04-WOFF2,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\04-WOFF2\IRANSansWeb(NoEn).woff2,Organized\iransansweb-noen\IRANSansWeb(NoEn).woff2,b73da2054e82d3686271fe487f2434affef52ec62f98f7c8a3e564db2c7d74be
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,03-WOFF,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\03-WOFF\IRANSansWeb(NoEn)_Black.woff,Organized\iransansweb-noen\IRANSansWeb(NoEn)_Black.woff,585bad6b31da4d93a34aa2eb83060f29eb0ebdc1b4f2b831528fe6cab1db2e11
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,04-WOFF2,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\04-WOFF2\IRANSansWeb(NoEn)_Black.woff2,Organized\iransansweb-noen\IRANSansWeb(NoEn)_Black.woff2,8aba9f124d2ebce06736f5ecaa57219876b775adb4073096cd486e05bac1fcb2
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,03-WOFF,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\03-WOFF\IRANSansWeb(NoEn)_Bold.woff,Organized\iransansweb-noen\IRANSansWeb(NoEn)_Bold.woff,50c9560e678f647858403db7957b37835affd09b4fd2deb8beb173a3b61f2a23
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,04-WOFF2,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\04-WOFF2\IRANSansWeb(NoEn)_Bold.woff2,Organized\iransansweb-noen\IRANSansWeb(NoEn)_Bold.woff2,504ea3d2c51ea14e8da53fbe06e90e9ae848e93d786f06e2487e70743c6f151c
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,03-WOFF,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\03-WOFF\IRANSansWeb(NoEn)_Light.woff,Organized\iransansweb-noen\IRANSansWeb(NoEn)_Light.woff,4184babb0c382cac78b744e34c28e242d8907b7cb361d2007f58b69b5fcde581
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,04-WOFF2,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\04-WOFF2\IRANSansWeb(NoEn)_Light.woff2,Organized\iransansweb-noen\IRANSansWeb(NoEn)_Light.woff2,d163a48961ab39b33285c2fd1f4d79b20a6b8b8894cb30714f364e251e4c1a36
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,03-WOFF,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\03-WOFF\IRANSansWeb(NoEn)_Medium.woff,Organized\iransansweb-noen\IRANSansWeb(NoEn)_Medium.woff,07c3dc5d67ffecf116f9153169ee4a6a4ecef8f261830e0370e7d0beb6d15312
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,04-WOFF2,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\04-WOFF2\IRANSansWeb(NoEn)_Medium.woff2,Organized\iransansweb-noen\IRANSansWeb(NoEn)_Medium.woff2,aff7369fbab7d97c745fb066d2764b148329e55d46a7ddfe6de66f277297bb0e
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,03-WOFF,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\03-WOFF\IRANSansWeb(NoEn)_UltraLight.woff,Organized\iransansweb-noen\IRANSansWeb(NoEn)_UltraLight.woff,04dab7a52131b9dfdc82fb7ad939f60c4403fd922e3d7e578cfed5a1b9d2630a
01-Persian-Arabic,IRANSansWeb(NoEn),02-Static,04-WOFF2,01-Persian-Arabic\IRANSansWeb(NoEn)\02-Static\04-WOFF2\IRANSansWeb(NoEn)_UltraLight.woff2,Organized\iransansweb-noen\IRANSansWeb(NoEn)_UltraLight.woff2,6ee4c237c04f4932090704943e87bd6df9317f1002f9d00315586c241f655300
03-Mixed,IRANSansWeb,02-Static,01-TrueType,03-Mixed\IRANSansWeb\02-Static\01-TrueType\IRANSansWeb [v2].ttf,Organized\IRANSansWeb\IRANSansWeb [v2].ttf,189c7fb3cc9ba1c3a228365d0988d937a2949525d902dd3b7370d7b749bc5af2
03-Mixed,IRANSansWeb,02-Static,01-TrueType,03-Mixed\IRANSansWeb\02-Static\01-TrueType\IRANSansWeb [v3].ttf,Organized\IRANSansWeb\IRANSansWeb [v3].ttf,e6942ec5026e0af15c74c35159bfbf54707fb46763d12d9fc37d8f6f861727b9
03-Mixed,IRANSansWeb,02-Static,01-TrueType,03-Mixed\IRANSansWeb\02-Static\01-TrueType\IRANSansWeb.ttf,Organized\IRANSansWeb\IRANSansWeb.ttf,0b192338d9c24cbec34c5000c6e52a1365b2b4ea3b8f60dba814bd21465d6691
03-Mixed,IRANSansWeb,02-Static,03-WOFF,03-Mixed\IRANSansWeb\02-Static\03-WOFF\IRANSansWeb.woff,Organized\IRANSansWeb\IRANSansWeb.woff,e11be459f3a159bf9b305d2f4810b4a5697de5be1cef6881fa17022c0f7f4f12
03-Mixed,IRANSansWeb,02-Static,04-WOFF2,03-Mixed\IRANSansWeb\02-Static\04-WOFF2\IRANSansWeb.woff2,Organized\IRANSansWeb\IRANSansWeb.woff2,f8d61fa1ee0a23f68a0322d69d7c67263f9e0b3786015752b4daf5fb4f21bf9d
03-Mixed,IRANSansWeb Black,02-Static,01-TrueType,03-Mixed\IRANSansWeb Black\02-Static\01-TrueType\IRANSansWeb_Black [v2].ttf,Organized\IRANSansWeb\IRANSansWeb_Black [v2].ttf,7a8e8b20e4804fe69870b7d849eddb8383b4323e0333e1fbfab35a3641c8fdf4
03-Mixed,IRANSansWeb Black,02-Static,01-TrueType,03-Mixed\IRANSansWeb Black\02-Static\01-TrueType\IRANSansWeb_Black.ttf,Organized\IRANSansWeb\IRANSansWeb_Black.ttf,2a201b0aee870c99f030939ee8cf5f9fff7756a370962a1b128cfd318dbe613a
03-Mixed,IRANSansWeb Black,02-Static,03-WOFF,03-Mixed\IRANSansWeb Black\02-Static\03-WOFF\IRANSansWeb_Black.woff,Organized\IRANSansWeb\IRANSansWeb_Black.woff,d399eb00c995f25ca2a6f9dac19e4b15bd70e69cabcf329dfef9e6177fac3d30
03-Mixed,IRANSansWeb Black,02-Static,04-WOFF2,03-Mixed\IRANSansWeb Black\02-Static\04-WOFF2\IRANSansWeb_Black.woff2,Organized\IRANSansWeb\IRANSansWeb_Black.woff2,51499dee81f4c877020cf7826779c181dcf936e1604b471e99d13ac0889435cc
03-Mixed,IRANSansWeb,02-Static,01-TrueType,03-Mixed\IRANSansWeb\02-Static\01-TrueType\IRANSansWeb_Bold [v2].ttf,Organized\IRANSansWeb\IRANSansWeb_Bold [v2].ttf,6d6a582e7346225ea9b996298531839bec71033a8b4b6bae273e9cae3933dfb4
03-Mixed,IRANSansWeb,02-Static,01-TrueType,03-Mixed\IRANSansWeb\02-Static\01-TrueType\IRANSansWeb_Bold [v3].ttf,Organized\IRANSansWeb\IRANSansWeb_Bold [v3].ttf,81dae4f6964f8d9bdb5674c922de896b21b1444a2da0f3bc92e26467c6094e94
03-Mixed,IRANSansWeb,02-Static,01-TrueType,03-Mixed\IRANSansWeb\02-Static\01-TrueType\IRANSansWeb_Bold.ttf,Organized\IRANSansWeb\IRANSansWeb_Bold.ttf,0d5fe0b6bed0903c58ab0309e3814d2857a98a7d5f25d717eb73a8e8229a6fd2
03-Mixed,IRANSansWeb,02-Static,03-WOFF,03-Mixed\IRANSansWeb\02-Static\03-WOFF\IRANSansWeb_Bold.woff,Organized\IRANSansWeb\IRANSansWeb_Bold.woff,25ab9602241d8efadfbebfe72375eb198d0ebde5f92dd4cc9f1e42f86a1f9789
03-Mixed,IRANSansWeb,02-Static,04-WOFF2,03-Mixed\IRANSansWeb\02-Static\04-WOFF2\IRANSansWeb_Bold.woff2,Organized\IRANSansWeb\IRANSansWeb_Bold.woff2,d8ec49de9c004f18b228d28027b6f25dd854da6aa5f9b901777e593c59371ea7
03-Mixed,IRANSansWeb Light,02-Static,01-TrueType,03-Mixed\IRANSansWeb Light\02-Static\01-TrueType\IRANSansWeb_Light [v2].ttf,Organized\IRANSansWeb\IRANSansWeb_Light [v2].ttf,71e3d82264851a044ae1661983d85a716b0fd234ae5607bb2ea58d4885f0030d
03-Mixed,IRANSansWeb Light,02-Static,01-TrueType,03-Mixed\IRANSansWeb Light\02-Static\01-TrueType\IRANSansWeb_Light [v3].ttf,Organized\IRANSansWeb\IRANSansWeb_Light [v3].ttf,a9c585e9ff0a89147f33909f5761014453ca7460e9aa7bad26951c4483ce6250
03-Mixed,IRANSansWeb Light,02-Static,01-TrueType,03-Mixed\IRANSansWeb Light\02-Static\01-TrueType\IRANSansWeb_Light.ttf,Organized\IRANSansWeb\IRANSansWeb_Light.ttf,099d11adae0e8386d11c1fb8c492d1ebd34b3cf1a29dea503fcd6491dfca5dc0
03-Mixed,IRANSansWeb Light,02-Static,03-WOFF,03-Mixed\IRANSansWeb Light\02-Static\03-WOFF\IRANSansWeb_Light.woff,Organized\IRANSansWeb\IRANSansWeb_Light.woff,bad4b2bfdf885a31c522c0b9fab7bc6f76b130d90463b318ef1e216d645641d7
03-Mixed,IRANSansWeb Light,02-Static,04-WOFF2,03-Mixed\IRANSansWeb Light\02-Static\04-WOFF2\IRANSansWeb_Light.woff2,Organized\IRANSansWeb\IRANSansWeb_Light.woff2,6aa81aa885f0548103814374c70bf35db500c29f4b1f58703b750f4bead65798
03-Mixed,IRANSansWeb Medium,02-Static,01-TrueType,03-Mixed\IRANSansWeb Medium\02-Static\01-TrueType\IRANSansWeb_Medium [v2].ttf,Organized\IRANSansWeb\IRANSansWeb_Medium [v2].ttf,b7707d615187a5b0e5ab7387bad6675cff2b2b605f7fb24b31e20ec184207b52
03-Mixed,IRANSansWeb Medium,02-Static,01-TrueType,03-Mixed\IRANSansWeb Medium\02-Static\01-TrueType\IRANSansWeb_Medium [v3].ttf,Organized\IRANSansWeb\IRANSansWeb_Medium [v3].ttf,d4dc3bb8f5c6b4e4c980a6e9a17fefdc9b1df315ea88398163202e17b0a042a7
03-Mixed,IRANSansWeb Medium,02-Static,01-TrueType,03-Mixed\IRANSansWeb Medium\02-Static\01-TrueType\IRANSansWeb_Medium.ttf,Organized\IRANSansWeb\IRANSansWeb_Medium.ttf,a7c19dcc4eac67fc27cc2d2e33b0bba17a9167a9af1713518b5752c8c25675ab
03-Mixed,IRANSansWeb Medium,02-Static,03-WOFF,03-Mixed\IRANSansWeb Medium\02-Static\03-WOFF\IRANSansWeb_Medium.woff,Organized\IRANSansWeb\IRANSansWeb_Medium.woff,5e0e1726c314681e1fee564da05c92e5a9820db86ff56e939032f7e6c421a2f7
03-Mixed,IRANSansWeb Medium,02-Static,04-WOFF2,03-Mixed\IRANSansWeb Medium\02-Static\04-WOFF2\IRANSansWeb_Medium.woff2,Organized\IRANSansWeb\IRANSansWeb_Medium.woff2,f0df32a86465d005467a3db05aa101c6c626df4d02830d4da2ac696da8a7af93
03-Mixed,IRANSansWeb UltraLight,02-Static,01-TrueType,03-Mixed\IRANSansWeb UltraLight\02-Static\01-TrueType\IRANSansWeb_UltraLight [v2].ttf,Organized\IRANSansWeb\IRANSansWeb_UltraLight [v2].ttf,c6d8181f566fe40a7cc0f83c2bf21f61fe8ff3b63973422ef49662d6a1bb1727
03-Mixed,IRANSansWeb UltraLight,02-Static,01-TrueType,03-Mixed\IRANSansWeb UltraLight\02-Static\01-TrueType\IRANSansWeb_UltraLight [v3].ttf,Organized\IRANSansWeb\IRANSansWeb_UltraLight [v3].ttf,d00bbd7664c0df6c600815d3e04289c70d2a2ca219c78f966a59965ea142161b
03-Mixed,IRANSansWeb UltraLight,02-Static,01-TrueType,03-Mixed\IRANSansWeb UltraLight\02-Static\01-TrueType\IRANSansWeb_UltraLight.ttf,Organized\IRANSansWeb\IRANSansWeb_UltraLight.ttf,8fbf525671f4d715429f5643321bd2f658ccaa973377a21a703e223128a21f65
03-Mixed,IRANSansWeb UltraLight,02-Static,03-WOFF,03-Mixed\IRANSansWeb UltraLight\02-Static\03-WOFF\IRANSansWeb_UltraLight.woff,Organized\IRANSansWeb\IRANSansWeb_UltraLight.woff,f142420a2061d477adbcea2d5cc5cbd53a9b65d7ff3d48f24b7e1ed024c2b6bb
03-Mixed,IRANSansWeb UltraLight,02-Static,04-WOFF2,03-Mixed\IRANSansWeb UltraLight\02-Static\04-WOFF2\IRANSansWeb_UltraLight.woff2,Organized\IRANSansWeb\IRANSansWeb_UltraLight.woff2,eacf84a52b5b66739a5366c451a4472413e4eb6304d063ba83a1ae1902497870
03-Mixed,IRANSansWebFaNum,02-Static,01-TrueType,03-Mixed\IRANSansWebFaNum\02-Static\01-TrueType\IRANSansWeb(FaNum).ttf,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum).ttf,71670e294e34f2424cebabc2a6ae4ac784a4e4f043e027f9f88e01d567ab53e1
03-Mixed,IRANSansWebFaNum,02-Static,03-WOFF,03-Mixed\IRANSansWebFaNum\02-Static\03-WOFF\IRANSansWeb(FaNum).woff,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum).woff,c6a0f738c698e26d584f9019ff7f0dfe1bfaf8baef2fec647387501788d7d25a
03-Mixed,IRANSansWebFaNum,02-Static,04-WOFF2,03-Mixed\IRANSansWebFaNum\02-Static\04-WOFF2\IRANSansWeb(FaNum).woff2,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum).woff2,e3822f2d078338746add72d0f2a1b2725df116b9daa09c40cf3b970742893713
03-Mixed,IRANSansWebFaNum Black,02-Static,01-TrueType,03-Mixed\IRANSansWebFaNum Black\02-Static\01-TrueType\IRANSansWeb(FaNum)_Black.ttf,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_Black.ttf,4bc69d88ace88b95b71eff0f417e3761f1f9ab636b4c27d9715161dc6ff2147e
03-Mixed,IRANSansWebFaNum Black,02-Static,03-WOFF,03-Mixed\IRANSansWebFaNum Black\02-Static\03-WOFF\IRANSansWeb(FaNum)_Black.woff,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_Black.woff,dfe16a56a52d576f984d5a9fa32e6a6ad44791340851dc80d41f0641d7051443
03-Mixed,IRANSansWebFaNum Black,02-Static,04-WOFF2,03-Mixed\IRANSansWebFaNum Black\02-Static\04-WOFF2\IRANSansWeb(FaNum)_Black.woff2,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_Black.woff2,5c1d008921d41b85e854c118d513eee21604ddb4e1239bd8542b4a9623cfc69b
03-Mixed,IRANSansWebFaNum,02-Static,01-TrueType,03-Mixed\IRANSansWebFaNum\02-Static\01-TrueType\IRANSansWeb(FaNum)_Bold.ttf,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_Bold.ttf,94c8277dbc79068fdd3d3e6f9b5ed4c3abccb615830556774ea8a6d8a8696865
03-Mixed,IRANSansWebFaNum,02-Static,03-WOFF,03-Mixed\IRANSansWebFaNum\02-Static\03-WOFF\IRANSansWeb(FaNum)_Bold.woff,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_Bold.woff,c754021b333426fe800c9408690bc503a9093e483dd88cba0c0bf8d0c6f3dc2f
03-Mixed,IRANSansWebFaNum,02-Static,04-WOFF2,03-Mixed\IRANSansWebFaNum\02-Static\04-WOFF2\IRANSansWeb(FaNum)_Bold.woff2,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_Bold.woff2,b8232be0950dd94043cc996ae738ff3569c21ba9c2c744a382b14fec96a9c515
03-Mixed,IRANSansWebFaNum Light,02-Static,01-TrueType,03-Mixed\IRANSansWebFaNum Light\02-Static\01-TrueType\IRANSansWeb(FaNum)_Light.ttf,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_Light.ttf,bc80f8a279430756ce158d88021abada325e8273c812bf0d9ff9cbdfab44fbe1
03-Mixed,IRANSansWebFaNum Light,02-Static,03-WOFF,03-Mixed\IRANSansWebFaNum Light\02-Static\03-WOFF\IRANSansWeb(FaNum)_Light.woff,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_Light.woff,c6a4e67f7c2e9691f8ce7ff4524b87feb28499847cc6d149fa490a4cbc7e7872
03-Mixed,IRANSansWebFaNum Light,02-Static,04-WOFF2,03-Mixed\IRANSansWebFaNum Light\02-Static\04-WOFF2\IRANSansWeb(FaNum)_Light.woff2,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_Light.woff2,bf19f76ebacc92bca091b9114c43c35a844f9e95cab120d190d59279f756de81
03-Mixed,IRANSansWebFaNum Medium,02-Static,01-TrueType,03-Mixed\IRANSansWebFaNum Medium\02-Static\01-TrueType\IRANSansWeb(FaNum)_Medium.ttf,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_Medium.ttf,c7c0c4dcaa3a9d7f2e526b95019231231244b2aa97c90c076a74d60beb26d407
03-Mixed,IRANSansWebFaNum Medium,02-Static,03-WOFF,03-Mixed\IRANSansWebFaNum Medium\02-Static\03-WOFF\IRANSansWeb(FaNum)_Medium.woff,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_Medium.woff,08078d5df8e802fbe52b5930875f24350fabb415723738bcb0fff31c5550ea7b
03-Mixed,IRANSansWebFaNum Medium,02-Static,04-WOFF2,03-Mixed\IRANSansWebFaNum Medium\02-Static\04-WOFF2\IRANSansWeb(FaNum)_Medium.woff2,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_Medium.woff2,6c3f5d27b2a708febe82f06c67bae7bcb4914fa4868cfad38cccfc1504f1a2b3
03-Mixed,IRANSansWebFaNum UltraLight,02-Static,01-TrueType,03-Mixed\IRANSansWebFaNum UltraLight\02-Static\01-TrueType\IRANSansWeb(FaNum)_UltraLight.ttf,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_UltraLight.ttf,048b60ed38a93d1a43211642329dca3fb325587a60c264beb75463afe92a7fed
03-Mixed,IRANSansWebFaNum UltraLight,02-Static,03-WOFF,03-Mixed\IRANSansWebFaNum UltraLight\02-Static\03-WOFF\IRANSansWeb(FaNum)_UltraLight.woff,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_UltraLight.woff,d62cabf811ed0046402e500f020d2f43c565c849babf3f6d6c716425408faa84
03-Mixed,IRANSansWebFaNum UltraLight,02-Static,04-WOFF2,03-Mixed\IRANSansWebFaNum UltraLight\02-Static\04-WOFF2\IRANSansWeb(FaNum)_UltraLight.woff2,Organized\IRANSansWebFaNum\IRANSansWeb(FaNum)_UltraLight.woff2,c5b3ba95b17f805d9255ccce47776a240d634669489e1c611b7433dcf0778d9b
01-Persian-Arabic,IRANSansWebNoEn,02-Static,01-TrueType,01-Persian-Arabic\IRANSansWebNoEn\02-Static\01-TrueType\IRANSansWeb(NoEn).ttf,Organized\iransanswebnoen\IRANSansWeb(NoEn).ttf,05a49078141e3cf8e7e22e6d835b993f9529bd70131bd1550f265a41f2dcf3f2
01-Persian-Arabic,IRANSansWebNoEn,02-Static,03-WOFF,01-Persian-Arabic\IRANSansWebNoEn\02-Static\03-WOFF\IRANSansWeb(NoEn).woff,Organized\iransanswebnoen\IRANSansWeb(NoEn).woff,398cafcb5ab9b91683bc16aca25ab8043d34929d56aec19b0481987c1b1b348b
01-Persian-Arabic,IRANSansWebNoEn,02-Static,04-WOFF2,01-Persian-Arabic\IRANSansWebNoEn\02-Static\04-WOFF2\IRANSansWeb(NoEn).woff2,Organized\iransanswebnoen\IRANSansWeb(NoEn).woff2,881aec78790bd078aa1902957a1e5a97697dfbea9d0003460eeca76c20cecfc5
01-Persian-Arabic,IRANSansWebNoEn,02-Static,01-TrueType,01-Persian-Arabic\IRANSansWebNoEn\02-Static\01-TrueType\IRANSansWeb(NoEn)_Black.ttf,Organized\iransanswebnoen\IRANSansWeb(NoEn)_Black.ttf,ac6b1a5c9329eb7f60a62f81c9e830dc35a81bb2dadaa3d3bf254c79c917802c
